Name,Market Cap,Multiplicative,Share Price,Country
LONGi Green Energy Technology,31.55,1000000000,4.16,China
Mobileye,31.54,1000000000,39.16,Israel
Delta Electronics,31.50,1000000000,12.13,Taiwan
Compagnie de Saint-Gobain,31.45,1000000000,61.52,France
Brown Forman,31.39,1000000000,66.91,USA
Singtel,31.38,1000000000,1.90,Singapore
Digital Realty,31.32,1000000000,105.18,USA
PSEG,31.20,1000000000,62.54,USA
Wolters Kluwer,31.16,1000000000,127.16,Netherlands
Baker Hughes,31.16,1000000000,30.57,USA
China Resources Land,31.13,1000000000,4.37,Hong Kong
Thales,31.12,1000000000,148.13,France
Spotify,30.94,1000000000,159.99,Sweden
Ferguson,30.91,1000000000,151.07,UK
Barclays,30.90,1000000000,7.93,UK
Generali,30.88,1000000000,20.47,Italy
Datadog,30.81,1000000000,95.75,USA
Warner Bros. Discovery,30.80,1000000000,12.80,USA
CaixaBank,30.77,1000000000,4.11,Spain
WuXi AppTec,30.76,1000000000,9.40,China
Coupang,30.73,1000000000,17.28,S. Korea
Exor,30.73,1000000000,88.72,Netherlands
YANGHE,30.72,1000000000,20.39,China
Mitsubishi Electric,30.68,1000000000,14.52,Japan
Shanghai Pudong Development Bank,30.63,1000000000,1.04,China
Transurban,30.61,1000000000,9.94,Australia
HP,30.56,1000000000,31.00,USA
Corning,30.47,1000000000,35.85,USA
Givaudan,30.36,1000000000,"3,291",Switzerland
Ashtead,30.26,1000000000,69.05,UK
Zimmer Biomet,30.23,1000000000,144.10,USA
Constellation Energy,30.13,1000000000,92.89,USA
Maersk,30.11,1000000000,"1,790",Denmark
Haier Smart Home,30.11,1000000000,3.35,China
Dollar Tree,30.02,1000000000,136.22,USA
LyondellBasell,30.00,1000000000,92.24,USA
Orange,30.00,1000000000,11.28,France
Coca-Cola European Partners,29.98,1000000000,65.35,UK
Beiersdorf,29.93,1000000000,131.98,Germany
Sun Life Financial,29.92,1000000000,50.91,Canada
Astellas Pharma,29.90,1000000000,16.34,Japan
Nutrien,29.84,1000000000,60.07,Canada
Chocoladefabriken Lindt & Sprüngli,29.83,1000000000,"12,648",Switzerland
Luxshare Precision,29.69,1000000000,4.16,China
Marubeni,29.67,1000000000,17.49,Japan
Bridgestone,29.63,1000000000,42.81,Japan
Galaxy Entertainment,29.60,1000000000,6.78,Hong Kong
NatWest Group,29.51,1000000000,6.59,UK
Airports of Thailand,29.43,1000000000,2.06,Thailand
Keysight,29.40,1000000000,164.86,USA
Banco do Brasil,29.40,1000000000,10.30,Brazil
Halliburton,29.39,1000000000,32.58,USA
Daimler Truck,29.38,1000000000,35.71,Germany
Barrick Gold,29.36,1000000000,16.71,Canada
Gree Electric Appliances,29.34,1000000000,5.21,China
Bajaj Finserv,29.32,1000000000,18.41,India
UltraTech Cement,29.32,1000000000,101.71,India
Discover Financial Services,29.28,1000000000,115.32,USA
Allstate,29.22,1000000000,111.17,USA
Mettler-Toledo,29.11,1000000000,"1,322",USA
MTR Corporation,29.06,1000000000,4.69,Hong Kong
Imperial Oil,29.05,1000000000,49.73,Canada
Sun Pharmaceutical,29.05,1000000000,12.11,India
American Water Works,28.99,1000000000,148.98,USA
Ansys,28.97,1000000000,334.37,USA
Evolution Gaming,28.85,1000000000,135.04,Sweden
WEC Energy Group,28.84,1000000000,91.43,USA
DNB,28.79,1000000000,18.64,Norway
Vestas Wind Systems,28.67,1000000000,28.41,Denmark
Swiss Re,28.64,1000000000,99.12,Switzerland
KBC,28.64,1000000000,68.50,Belgium
Naturgy,28.58,1000000000,29.76,Spain
DoorDash,28.46,1000000000,73.26,USA
Symbotic,28.45,1000000000,51.22,USA
Ares Management,28.36,1000000000,94.43,USA
Cellnex Telecom,28.35,1000000000,40.14,Spain
Telus,28.21,1000000000,19.50,Canada
Gartner,28.18,1000000000,356.54,USA
Walgreens Boots Alliance,28.18,1000000000,32.67,USA
Equifax,28.17,1000000000,229.77,USA
Japan Post Bank,28.16,1000000000,7.79,Japan
Franco-Nevada,28.01,1000000000,145.74,Canada
Loblaw Companies,27.98,1000000000,87.16,Canada
KONE,27.97,1000000000,54.09,Finland
Panasonic,27.86,1000000000,11.83,Japan
Hang Seng Bank,27.74,1000000000,14.51,Hong Kong
United Rentals,27.70,1000000000,403.09,USA
Vulcan Materials,27.58,1000000000,207.31,USA
Delta Air Lines,27.50,1000000000,42.79,USA
Aptiv,27.44,1000000000,101.44,Ireland
Canon,27.41,1000000000,27.00,Japan
AvalonBay Communities,27.32,1000000000,192.45,USA
Verbund AG,27.28,1000000000,81.18,Austria
Oneok,27.27,1000000000,60.95,USA
Xylem,27.15,1000000000,113.44,USA
BioNTech,27.12,1000000000,112.55,Germany
Coloplast,27.10,1000000000,127.69,Denmark
Great-West Lifeco,27.06,1000000000,29.05,Canada
Nestlé India,27.02,1000000000,280.34,India
Quanta Services,26.99,1000000000,185.95,USA
West Pharmaceutical,26.87,1000000000,362.04,USA
Edison International,26.87,1000000000,70.18,USA
Formosa Petrochemical,26.86,1000000000,2.82,Taiwan
Sumitomo,26.83,1000000000,21.92,Japan
MongoDB,26.81,1000000000,379.90,USA
AIER Eye Hospital,26.78,1000000000,2.87,China
Albemarle,26.77,1000000000,228.17,USA
PTT PCL,26.64,1000000000,0.92,Thailand
Legrand,26.58,1000000000,100.22,France
Riyad Bank,26.57,1000000000,8.86,S. Arabia
Telkom Indonesia,26.51,1000000000,26.71,Indonesia
Arch Capital,26.50,1000000000,71.16,Bermuda
Martin Marietta,26.43,1000000000,426.54,USA
Global Payments,26.37,1000000000,100.68,USA
Intact Financial,26.32,1000000000,150.18,Canada
Yili Group,26.26,1000000000,4.13,China
Goodman Group,26.20,1000000000,13.91,Australia
Wipro,26.18,1000000000,4.67,India
Ingersoll Rand,26.09,1000000000,64.52,Ireland
Advantest,26.04,1000000000,141.55,Japan
SSE,25.96,1000000000,23.82,UK
ČEZ Group,25.79,1000000000,48.05,Czech Republic
HubSpot,25.77,1000000000,519.32,USA
Partners Group,25.75,1000000000,993.89,Switzerland
Komatsu,25.67,1000000000,27.16,Japan
T. Rowe Price,25.64,1000000000,114.18,USA
Maybank,25.61,1000000000,4.25,Malaysia
Vodafone,25.56,1000000000,9.47,UK
Roblox,25.52,1000000000,41.80,USA
Fujitsu,25.45,1000000000,135.17,Japan
Assa Abloy,25.45,1000000000,23.39,Sweden
National Bank of Canada,25.41,1000000000,75.21,Canada
Sandvik,25.38,1000000000,20.24,Sweden
Kia,25.37,1000000000,64.23,S. Korea
Saudi Electricity,25.34,1000000000,6.08,S. Arabia
China Railway Group,25.33,1000000000,0.66,China
EnBW Energie,25.32,1000000000,93.50,Germany
WuXi Biologics,25.30,1000000000,11.98,China
Genmab,25.29,1000000000,38.77,Denmark
Equity Residential,25.28,1000000000,66.72,USA
Align Technology,25.27,1000000000,330.29,USA
Fortive,25.26,1000000000,71.82,USA
Agnico Eagle Mines,25.25,1000000000,51.00,Canada
Hannover Rück,25.19,1000000000,208.89,Germany
Fujifilm,25.17,1000000000,62.56,Japan
Eversource Energy,25.14,1000000000,72.08,USA
Nasdaq,25.13,1000000000,51.22,USA
Alnylam Pharmaceuticals,25.10,1000000000,201.57,USA
China Overseas Land & Investment,25.07,1000000000,2.29,Hong Kong
Tata Motors,25.04,1000000000,6.95,India
Willis Towers Watson,25.00,1000000000,235.00,UK
SBA Communications,24.97,1000000000,230.57,USA
Enphase Energy,24.91,1000000000,181.81,USA
McCormick & Company,24.84,1000000000,92.65,USA
Straumann,24.83,1000000000,155.83,Switzerland
Yum China,24.80,1000000000,59.40,China
Japan Post Holdings,24.78,1000000000,7.16,Japan
EQT,24.75,1000000000,20.88,Sweden
3i Group,24.74,1000000000,25.43,UK
Central Japan Railway,24.74,1000000000,125.73,Japan
Fubon Financial,24.72,1000000000,1.99,Taiwan
CGI,24.67,1000000000,104.58,Canada
State Street Corporation,24.65,1000000000,73.77,USA
Klabin,24.57,1000000000,4.76,Brazil
Ryanair,24.57,1000000000,107.89,Ireland
Monolithic Power Systems,24.54,1000000000,517.61,USA
Sartorius,24.47,1000000000,323.52,Germany
CRRC,24.45,1000000000,0.62,China
Bank of Ningbo,24.44,1000000000,3.70,China
Royal Caribbean,24.37,1000000000,95.30,USA
Great Wall Motors,24.29,1000000000,3.49,China
Endesa,24.27,1000000000,22.95,Spain
Standard Chartered,24.25,1000000000,8.63,UK
Banorte,24.24,1000000000,8.41,Mexico
Aena,24.23,1000000000,161.59,Spain
China Everbright Bank,24.21,1000000000,0.44,China
National Bank of Kuwait,24.20,1000000000,"3,052",eu Kuwait
Terumo,24.20,1000000000,32.96,Japan
Tesco,24.18,1000000000,3.36,UK
CBRE Group,24.18,1000000000,77.81,USA
CK Hutchison Holdings,24.11,1000000000,6.30,Hong Kong
Oil & Natural Gas,24.10,1000000000,1.92,India
Schindler Group,24.09,1000000000,220.75,Switzerland
eBay,24.09,1000000000,45.06,USA
CDW Corporation,24.01,1000000000,178.15,USA
Skandinaviska Enskilda Banken,24.01,1000000000,11.40,Sweden
Tractor Supply,23.98,1000000000,218.93,USA
Naver,23.94,1000000000,159.38,S. Korea
UDR Apartments,23.86,1000000000,43.42,USA
Grupo Bimbo,23.85,1000000000,5.38,Mexico
Nokia,23.81,1000000000,4.28,Finland
Sungrow Power Supply,23.80,1000000000,16.03,China
Shenzhen Inovance,23.75,1000000000,8.93,China
Sampo,23.73,1000000000,46.89,Finland
ZTE,23.68,1000000000,5.48,China
H&M,23.57,1000000000,14.47,Sweden
ArcelorMittal,23.56,1000000000,28.12,Luxembourg
DTE Energy,23.52,1000000000,114.12,USA
Carlsberg,23.51,1000000000,158.26,Denmark
Church & Dwight,23.48,1000000000,96.16,USA
Take 2 Interactive,23.47,1000000000,138.64,USA
Ferrovial,23.44,1000000000,32.35,Spain
Trip.com,23.32,1000000000,36.00,China
Diamondback Energy,23.31,1000000000,128.74,USA
Rogers Communication,23.30,1000000000,43.97,Canada
VeriSign,23.28,1000000000,223.69,USA
Vanke,23.28,1000000000,1.44,China
POSCO Chemical,23.24,1000000000,300.27,S. Korea
Horizon Therapeutics,23.23,1000000000,101.63,Ireland
Cardinal Health,23.23,1000000000,91.25,USA
SAIC Motor,23.09,1000000000,1.98,China
POSCO,23.07,1000000000,75.98,S. Korea
Unicharm,22.96,1000000000,38.71,Japan
Baxter,22.94,1000000000,45.36,USA
JSW Steel,22.82,1000000000,9.47,India
Cheniere Energy,22.78,1000000000,47.07,USA
Kellogg's,22.72,1000000000,66.29,USA
Weyerhaeuser,22.70,1000000000,31.00,USA
China Minsheng Bank,22.69,1000000000,0.55,China
Hewlett Packard Enterprise,22.69,1000000000,17.57,USA
Genuine Parts Company,22.68,1000000000,161.47,USA
China Resources Beer,22.58,1000000000,6.96,Hong Kong
Veolia,22.57,1000000000,32.11,France
Hormel Foods,22.54,1000000000,41.27,USA
Zscaler,22.46,1000000000,154.01,USA
Cloudflare,22.44,1000000000,67.63,USA
ZTO Express,22.44,1000000000,27.46,China
COSCO Shipping,22.42,1000000000,1.52,China
FirstEnergy,22.38,1000000000,39.07,USA
ULTA Beauty,22.30,1000000000,447.91,USA
The Hartford,22.29,1000000000,71.88,USA
NTPC Limited,22.27,1000000000,2.30,India
Argenx,22.26,1000000000,399.94,Netherlands
Epiroc,22.22,1000000000,19.20,Sweden
Telefónica,22.19,1000000000,3.86,Spain
Toyota Industries,22.18,1000000000,71.45,Japan
China Securities,22.16,1000000000,3.41,China
JD Health,22.15,1000000000,6.97,China
China Unicom,22.10,1000000000,0.72,Hong Kong
Ajinomoto,22.08,1000000000,41.26,Japan
Ameren,22.08,1000000000,84.08,USA
Copel,22.00,1000000000,8.04,Brazil
United Microelectronics,21.88,1000000000,8.75,Taiwan
EDP Renováveis,21.67,1000000000,21.17,Spain
Teck Resources,21.63,1000000000,41.96,Canada
ASM International,21.61,1000000000,438.85,Netherlands
Entergy,21.56,1000000000,102.01,USA
BOE Technology,21.56,1000000000,0.57,China
Otsuka Holdings,21.50,1000000000,39.63,Japan
Ecopetrol,21.48,1000000000,10.45,eu Colombia
Michelin,21.45,1000000000,30.07,France
NTT Data,21.34,1000000000,15.22,Japan
KE Holdings,21.31,1000000000,16.98,China
Mahindra & Mahindra,21.30,1000000000,17.13,India
FirstRand,21.27,1000000000,3.79,South Africa
Cathay Financial Holding,21.23,1000000000,1.43,Taiwan
Raymond James,21.21,1000000000,100.09,USA
Deutsche Bank,21.19,1000000000,10.42,Germany
Borouge,21.19,1000000000,0.71,eu UAE
Invitation Homes,21.13,1000000000,34.40,USA
EDP Group,21.10,1000000000,5.07,Portugal
Steris,21.07,1000000000,213.61,Ireland
Nippon Paint,21.06,1000000000,8.97,Japan
East Japan Railway,21.01,1000000000,55.71,Japan
Powergrid Corporation of India,20.98,1000000000,3.01,India
BeiGene,20.96,1000000000,200.21,China
Olympus,20.86,1000000000,16.65,Japan
Zoom,20.84,1000000000,70.06,USA
Asahi Group,20.77,1000000000,40.55,Japan
Fortis,20.77,1000000000,42.87,Canada
LabCorp,20.75,1000000000,234.27,USA
Nan Ya Plastics,20.73,1000000000,2.61,Taiwan
Live Nation,20.73,1000000000,90.18,USA
Danske Bank,20.69,1000000000,24.11,Denmark
Extra Space Storage,20.66,1000000000,145.28,USA
The Saudi British Bank,20.66,1000000000,10.06,S. Arabia
Dover,20.66,1000000000,147.73,USA
Sociedad Química y Minera,20.61,1000000000,72.16,Chile
Carnival Corporation,20.58,1000000000,15.80,USA
Imperial Brands,20.55,1000000000,22.48,UK
International Flavors & Fragrances,20.49,1000000000,80.35,USA
Rentokil Initial,20.48,1000000000,40.65,UK
M&T Bank,20.42,1000000000,123.16,USA
CK Asset Holdings,20.39,1000000000,5.70,Hong Kong
Société Générale,20.38,1000000000,25.43,France
Southwest Airlines,20.38,1000000000,34.25,USA
Wheaton Precious Metals,20.34,1000000000,44.87,Canada
Sany Heavy Industry,20.32,1000000000,2.39,China
Garmin,20.27,1000000000,106.00,Switzerland
China Tower,20.25,1000000000,0.12,China
Shiseido,20.25,1000000000,50.69,Japan
Rollins,20.24,1000000000,41.09,USA
Kyocera,20.22,1000000000,56.36,Japan
NIBE Industrier,20.22,1000000000,10.03,Sweden
First Solar,20.18,1000000000,188.99,USA
Publicis Groupe,20.14,1000000000,81.06,France
China Communications Construction,20.10,1000000000,1.57,China
Darden Restaurants,20.07,1000000000,166.01,USA
Hologic,20.02,1000000000,81.20,USA
FICO,19.99,1000000000,799.96,USA
Alexandria Real Estate Equities,19.97,1000000000,115.45,USA
HEICO,19.94,1000000000,165.89,USA
Siemens Energy,19.94,1000000000,25.18,Germany
PPL,19.89,1000000000,26.99,USA
MS&AD Insurance,19.86,1000000000,36.95,Japan
Insulet,19.82,1000000000,284.50,USA
Adani Ports & SEZ,19.82,1000000000,9.12,India
ORIX,19.79,1000000000,89.33,Japan
Moncler,19.77,1000000000,73.55,Italy
Swedbank,19.73,1000000000,17.55,Sweden
Techtronic Industries,19.69,1000000000,10.73,Hong Kong
Eisai,19.67,1000000000,68.64,Japan
Nippon Steel,19.66,1000000000,21.27,Japan
Chow Tai Fook,19.58,1000000000,1.96,Hong Kong
Antofagasta,19.51,1000000000,19.80,UK
Repsol,19.45,1000000000,14.99,Spain
NVR,19.45,1000000000,"5,990",USA
CNH Industrial,19.41,1000000000,14.53,UK
Industries Qatar,19.41,1000000000,3.21,eu Qatar
Clorox,19.35,1000000000,156.54,USA
Itaúsa,19.34,1000000000,2.01,Brazil
Z Holdings,19.28,1000000000,2.56,Japan
Paycom,19.28,1000000000,319.92,USA
Porsche SE,19.23,1000000000,62.80,Germany
Formosa Plastics,19.22,1000000000,3.02,Taiwan
ICON plc,19.18,1000000000,234.12,Ireland
Teledyne,19.12,1000000000,406.43,USA
Coterra Energy,19.09,1000000000,25.21,USA
Associated British Foods,19.08,1000000000,24.60,UK
Essity,19.07,1000000000,27.15,Sweden
PKN Orlen,19.07,1000000000,16.43,Poland
Mitsui Fudosan,19.06,1000000000,20.43,Japan
ASE Group,19.02,1000000000,8.85,Taiwan
Wilmar International,19.00,1000000000,3.04,Singapore
Howmet Aerospace,19.00,1000000000,45.98,USA
Omnicom,18.98,1000000000,95.15,USA
Broadridge Financial Solutions,18.97,1000000000,160.80,USA
Dai-ichi Life Holdings,18.89,1000000000,18.72,Japan
Adani Green Energy,18.86,1000000000,11.90,India
Dollarama,18.81,1000000000,65.92,Canada
Philips,18.79,1000000000,20.41,Netherlands
Brown & Brown,18.79,1000000000,66.25,USA
Quanta Computer,18.74,1000000000,4.86,Taiwan
Advanced Info Service (AIS),18.74,1000000000,6.30,Thailand
Wabtec,18.64,1000000000,103.64,USA
Kubota,18.64,1000000000,15.65,Japan
Celltrion,18.63,1000000000,130.11,S. Korea
Toyota Tsusho,18.61,1000000000,52.90,Japan
Mid-America Apartment Communities,18.60,1000000000,155.29,USA
Coca-Cola FEMSA,18.59,1000000000,88.14,Mexico
Astra International,18.56,1000000000,0.46,Indonesia
Ems-Chemie,18.54,1000000000,792.89,Switzerland
China Longyuan Power Group,18.53,1000000000,1.10,China
Snam,18.52,1000000000,5.52,Italy
CLP Group,18.50,1000000000,7.33,Hong Kong
Centrais Electricas Brasileiras,18.47,1000000000,8.01,Brazil
First Citizens BancShares,18.46,1000000000,"1,283",USA
Kakao,18.45,1000000000,42.19,S. Korea
China Railway Construction,18.45,1000000000,1.46,China
Geberit,18.44,1000000000,548.01,Switzerland
Ventas,18.43,1000000000,46.08,USA
CenterPoint Energy,18.41,1000000000,29.18,USA
Ball Corporation,18.37,1000000000,58.43,USA
J. B. Hunt,18.31,1000000000,176.68,USA
WiseTech Global,18.28,1000000000,55.11,Australia
Rocket Companies,18.26,1000000000,9.19,USA
Fairfax Financial,18.23,1000000000,735.95,Canada
Vantage Towers,18.21,1000000000,35.58,Germany
Cooper Companies,18.18,1000000000,367.41,USA
Expeditors,18.15,1000000000,118.83,USA
Principal,18.15,1000000000,74.78,USA
Anhui Conch Cement,18.14,1000000000,2.77,China
LTIMindtree,18.10,1000000000,61.16,India
Ericsson,18.08,1000000000,5.43,Sweden
Formula One Group,18.08,1000000000,78.09,USA
Prada,18.07,1000000000,7.06,Italy
BioMarin Pharmaceutical,18.07,1000000000,96.29,USA
Alinma Bank,18.07,1000000000,9.07,S. Arabia
Fifth Third Bank,18.06,1000000000,26.54,USA
Nexon,18.01,1000000000,21.11,Japan
Arca Continental,17.99,1000000000,10.44,Mexico
Fleetcor,17.98,1000000000,243.63,USA
Markel,17.93,1000000000,"1,344",USA
Tyson Foods,17.91,1000000000,50.39,USA
Splunk,17.88,1000000000,108.02,USA
Disco Corp.,17.88,1000000000,165.11,Japan
Power Corporation of Canada,17.84,1000000000,26.74,Canada
Swiss Life,17.84,1000000000,603.56,Switzerland
SGS,17.78,1000000000,96.52,Switzerland
UWM Holdings,17.71,1000000000,5.72,USA
CMS Energy,17.71,1000000000,60.74,USA
UCB,17.70,1000000000,93.37,Belgium
Terna,17.68,1000000000,8.82,Italy
Daiwa House,17.65,1000000000,26.69,Japan
Ganfeng Lithium,17.63,1000000000,9.17,China
BT Group,17.58,1000000000,1.74,UK
Legal & General,17.58,1000000000,2.94,UK
PTT Exploration and Production,17.56,1000000000,4.42,Thailand
United Airlines Holdings,17.54,1000000000,53.50,USA
EVE Energy,17.52,1000000000,8.57,China
Suzuki Motor,17.47,1000000000,35.98,Japan
Sun Communities,17.46,1000000000,134.87,USA
Kerry Group,17.42,1000000000,98.38,Ireland
Best Buy,17.41,1000000000,79.79,USA
First Quantum Minerals,17.40,1000000000,25.14,Canada
Aristocrat,17.40,1000000000,26.54,Australia
Almarai,17.39,1000000000,17.50,S. Arabia
Skyworks Solutions,17.38,1000000000,109.26,USA
B3,17.36,1000000000,3.04,Brazil
Yankuang Energy (Yanzhou Coal Mining),17.35,1000000000,4.04,China
Jerónimo Martins,17.35,1000000000,27.61,Portugal
Pinterest,17.34,1000000000,25.36,USA
Steel Dynamics,17.33,1000000000,102.53,USA
Kaō,17.33,1000000000,37.28,Japan
Guotai Junan Securities,17.32,1000000000,2.10,China
Air China,17.32,1000000000,1.19,China
Singapore Airlines,17.26,1000000000,5.81,Singapore
Bolloré,17.23,1000000000,6.05,France
Svenska Handelsbanken,17.22,1000000000,8.67,Sweden
Teradyne,17.21,1000000000,111.06,USA
Pembina Pipeline,17.20,1000000000,31.23,Canada
Coal India,17.19,1000000000,2.79,India
Abiomed,17.18,1000000000,381.02,USA
Aeon,17.17,1000000000,20.10,Japan
Hubbell,17.16,1000000000,320.38,USA
UPM-Kymmene,17.13,1000000000,32.13,Finland
Snap,17.10,1000000000,10.68,USA
Santos,17.10,1000000000,5.23,Australia
Tata Steel,17.04,1000000000,1.39,India
Regions Financial,17.00,1000000000,18.12,USA
Chewy,16.94,1000000000,39.64,USA
PTC,16.94,1000000000,143.15,USA
Atmos Energy,16.90,1000000000,117.00,USA
Exact Sciences,16.85,1000000000,93.42,USA
Hong Kong and China Gas,16.84,1000000000,0.90,Hong Kong
Edenred,16.82,1000000000,67.53,France
Tsingtao,16.80,1000000000,14.88,China
CP All,16.75,1000000000,1.87,Thailand
MFHC,16.74,1000000000,1.20,Taiwan
Huatai Securities,16.73,1000000000,1.98,China
Pidilite,16.73,1000000000,32.93,India
Wharf REIC,16.71,1000000000,5.50,Hong Kong
Shanghai Airport,16.70,1000000000,6.71,China
Li Ning Company,16.70,1000000000,6.34,China
LG Electronics,16.68,1000000000,97.99,S. Korea
Tenaris,16.67,1000000000,28.25,Luxembourg
Coles Group,16.66,1000000000,12.45,Australia
Lamb Weston,16.65,1000000000,114.34,USA
Longfor Group,16.62,1000000000,2.62,China
Tradeweb,16.61,1000000000,70.79,USA
Saudi Arabian Fertilizer Company,16.56,1000000000,34.79,S. Arabia
Iron Mountain,16.55,1000000000,56.76,USA
Hydro One,16.54,1000000000,27.63,Canada
Kaspi.kz Joint Stock Company,16.53,1000000000,85.94,eu Kazakhstan
Conagra Brands,16.52,1000000000,34.64,USA
Nomura Research Institute,16.51,1000000000,27.78,Japan
Tyler Technologies,16.51,1000000000,393.80,USA
WSP Global,16.50,1000000000,132.41,Canada
Siemens India,16.48,1000000000,46.30,India
"M3, Inc",16.48,1000000000,23.84,Japan
Fox Corporation,16.46,1000000000,31.50,USA
PulteGroup,16.40,1000000000,73.51,USA
ADNOC Drilling Company,16.38,1000000000,1.02,eu UAE
LPL Financial,16.37,1000000000,208.98,USA
Bandai Namco,16.36,1000000000,24.80,Japan
