Name,Earnings,Multiplicative,Share Price,Country
Pernod Ricard,2.82,1000000000,222.57,France
Yara International,2.82,1000000000,35.90,Norway
RELX,2.80,1000000000,34.04,UK
Jackson Financial,2.80,1000000000,29.98,USA
LATAM Airlines,2.80,1000000000,0.01000,Chile
Jardine Cycle & Carriage,2.79,1000000000,25.51,Singapore
Impala Platinum,2.79,1000000000,8.61,South Africa
Stellantis,2.78,1000000000,17.34,Netherlands
Citizens Financial Group,2.78,1000000000,27.26,USA
Ambev,2.78,1000000000,3.09,Brazil
Haier Smart Home,2.78,1000000000,3.35,China
CSL,2.77,1000000000,191.22,Australia
Murata Manufacturing (Murata Seisakusho),2.76,1000000000,60.26,Japan
GE HealthCare Technologies,2.75,1000000000,78.65,USA
Polyus,2.75,1000000000,108.50,Russia
Haleon,2.75,1000000000,8.42,UK
Ferguson,2.75,1000000000,151.07,UK
National Grid,2.75,1000000000,67.93,UK
Canon,2.74,1000000000,27.00,Japan
BCE,2.74,1000000000,45.70,Canada
George Weston,2.74,1000000000,115.02,Canada
Suzuki Motor,2.74,1000000000,35.98,Japan
Maybank,2.74,1000000000,4.25,Malaysia
PSEG,2.74,1000000000,62.54,USA
Liberty Media,2.74,1000000000,27.99,USA
Telefónica,2.73,1000000000,3.86,Spain
Goodman Group,2.73,1000000000,13.91,Australia
Telkom Indonesia,2.73,1000000000,26.71,Indonesia
Sherwin-Williams,2.72,1000000000,247.89,USA
Air Products and Chemicals,2.72,1000000000,293.17,USA
NN Group,2.71,1000000000,35.83,Netherlands
Svenska Handelsbanken,2.71,1000000000,8.67,Sweden
ORIX,2.71,1000000000,89.33,Japan
DAQO New Energy,2.70,1000000000,42.65,China
Panasonic,2.68,1000000000,11.83,Japan
China Unicom,2.67,1000000000,0.72,Hong Kong
Turkish Airlines,2.67,1000000000,7.65,Turkey
Kenvue,2.66,1000000000,26.25,USA
PhosAgro,2.65,1000000000,89.80,Russia
Eversource Energy,2.64,1000000000,72.08,USA
New York Community Bank,2.62,1000000000,10.65,USA
Zoetis,2.62,1000000000,170.74,USA
Great-West Lifeco,2.62,1000000000,29.05,Canada
Wilmar International,2.62,1000000000,3.04,Singapore
Pembina Pipeline,2.61,1000000000,31.23,Canada
HeidelbergCement,2.61,1000000000,79.94,Germany
BlueScope Steel,2.60,1000000000,14.47,Australia
Range Resources,2.59,1000000000,28.49,USA
Xcel Energy,2.58,1000000000,63.92,USA
Investor AB,2.58,1000000000,20.58,Sweden
American Tower,2.57,1000000000,192.89,USA
Equitable Holdings,2.57,1000000000,26.43,USA
The Hartford,2.56,1000000000,71.88,USA
Antofagasta,2.55,1000000000,19.80,UK
Norsk Hydro,2.55,1000000000,6.88,Norway
CRRC,2.55,1000000000,0.62,China
Anhui Conch Cement,2.52,1000000000,2.77,China
Bank of Baroda,2.51,1000000000,2.30,India
Loblaw Companies,2.51,1000000000,87.16,Canada
Intercontinental Exchange,2.51,1000000000,111.68,USA
Aperam,2.51,1000000000,36.35,Luxembourg
Nokia,2.50,1000000000,4.28,Finland
Bunge,2.50,1000000000,96.43,USA
Poste Italiane,2.49,1000000000,11.04,Italy
TransDigm,2.49,1000000000,815.89,USA
Larsen & Toubro,2.49,1000000000,28.89,India
Sysco,2.48,1000000000,73.39,USA
Commerzbank,2.48,1000000000,11.15,Germany
LONGi Green Energy Technology,2.48,1000000000,4.16,China
Saudi Arabian Fertilizer Company,2.48,1000000000,34.79,S. Arabia
Deutsche Börse,2.48,1000000000,189.46,Germany
Enel Chile,2.46,1000000000,3.38,Chile
Westlake Chemical,2.46,1000000000,114.70,USA
Amphenol,2.46,1000000000,82.15,USA
Harbour Energy,2.46,1000000000,3.21,UK
Uniper,2.45,1000000000,5.79,Germany
Trane Technologies,2.45,1000000000,187.06,Ireland
TE Connectivity,2.44,1000000000,135.65,Switzerland
Hannover Rück,2.43,1000000000,208.89,Germany
Dai-ichi Life Holdings,2.43,1000000000,18.72,Japan
Tōkyō Gas,2.43,1000000000,22.73,Japan
Industries Qatar,2.42,1000000000,3.21,eu Qatar
Capgemini,2.42,1000000000,195.81,France
Kimberly-Clark,2.41,1000000000,137.68,USA
Swiss Life,2.41,1000000000,603.56,Switzerland
OCI,2.41,1000000000,24.01,Netherlands
BAE Systems,2.41,1000000000,12.37,UK
Kotak Mahindra Bank,2.41,1000000000,22.67,India
Daiwa House,2.40,1000000000,26.69,Japan
Traton,2.40,1000000000,21.55,Germany
Muyuan Foods,2.40,1000000000,5.96,China
Hertz,2.40,1000000000,17.82,USA
Mahindra & Mahindra,2.39,1000000000,17.13,India
Wan Hai Lines,2.39,1000000000,2.04,Taiwan
W. W. Grainger,2.38,1000000000,732.43,USA
Ericsson,2.38,1000000000,5.43,Sweden
U.S. Steel,2.38,1000000000,23.41,USA
ASE Group,2.37,1000000000,8.85,Taiwan
Interactive Brokers,2.37,1000000000,80.28,USA
JFE Holdings,2.36,1000000000,14.53,Japan
SMC corp,2.35,1000000000,584.09,Japan
Türkiye Petrol Rafinerileri,2.35,1000000000,3.09,Turkey
Wesfarmers,2.35,1000000000,33.74,Australia
Micron Technology,2.32,1000000000,67.66,USA
Korea Gas,2.31,1000000000,20.23,S. Korea
EDP Group,2.31,1000000000,5.07,Portugal
Renault,2.30,1000000000,40.24,France
Endesa,2.30,1000000000,22.95,Spain
LG Chem,2.29,1000000000,584.80,S. Korea
WH Group,2.29,1000000000,0.55,Hong Kong
Tyson Foods,2.29,1000000000,50.39,USA
Mitsui Fudosan,2.29,1000000000,20.43,Japan
VakıfBank,2.29,1000000000,0.43,Turkey
Axis Bank,2.29,1000000000,11.97,India
China Zheshang Bank,2.29,1000000000,0.33,China
Bank of Ireland Group,2.29,1000000000,10.26,Ireland
Sanlam,2.28,1000000000,3.32,South Africa
ON Semiconductor,2.28,1000000000,90.15,USA
Rogers Communication,2.27,1000000000,43.97,Canada
International Holding Company,2.25,1000000000,107.58,eu UAE
Edison International,2.24,1000000000,70.18,USA
Reliance Steel & Aluminum,2.24,1000000000,256.07,USA
Raymond James,2.24,1000000000,100.09,USA
Hikvision,2.23,1000000000,4.94,China
Dollar Tree,2.23,1000000000,136.22,USA
Tenet Healthcare,2.23,1000000000,78.43,USA
Fujitsu,2.22,1000000000,135.17,Japan
Swisscom,2.22,1000000000,628.93,Switzerland
Riyad Bank,2.22,1000000000,8.86,S. Arabia
K+S,2.21,1000000000,17.08,Germany
Brookfield Property Partners,2.19,1000000000,14.36,Bermuda
KeyCorp (KeyBank),2.18,1000000000,9.93,USA
BTG Pactual,2.18,1000000000,3.12,Brazil
Hilton Worldwide,2.18,1000000000,140.81,USA
Intact Financial,2.17,1000000000,150.18,Canada
Guotai Junan Securities,2.17,1000000000,2.10,China
Omnicom,2.17,1000000000,95.15,USA
Activision Blizzard,2.17,1000000000,81.97,USA
Solvay,2.17,1000000000,116.98,Belgium
Luzhou Laojiao,2.16,1000000000,32.67,China
China Merchants Shekou Industrial Zone,2.15,1000000000,1.89,China
NVR,2.15,1000000000,"5,990",USA
Airbnb,2.14,1000000000,128.68,USA
Samsung Life Insurance,2.14,1000000000,52.34,S. Korea
Fubon Financial,2.14,1000000000,1.99,Taiwan
The Hershey Company,2.14,1000000000,260.72,USA
First Republic Bank,2.14,1000000000,3.51,USA
Targa Resources,2.13,1000000000,71.79,USA
Jastrzebska Spólka Weglowa,2.12,1000000000,10.41,Poland
Mitsubishi Estate,2.11,1000000000,12.60,Japan
Carrefour,2.11,1000000000,18.02,France
Singapore Airlines,2.11,1000000000,5.81,Singapore
Bancolombia,2.10,1000000000,27.46,eu Colombia
Kuwait Finance House,2.10,1000000000,"2,410",eu Kuwait
VICI Properties,2.10,1000000000,32.34,USA
CNX Resources,2.10,1000000000,17.35,USA
Vmware,2.09,1000000000,141.36,USA
Hindalco Industries,2.09,1000000000,5.21,India
Plains GP,2.09,1000000000,14.02,USA
Adani Power,2.08,1000000000,3.25,India
Mizrahi-Tefahot,2.08,1000000000,36.83,Israel
Samsung SDI,2.08,1000000000,267.61,S. Korea
Siemens Healthineers,2.07,1000000000,57.81,Germany
Ashtead,2.07,1000000000,69.05,UK
UPM-Kymmene,2.07,1000000000,32.13,Finland
Plains All American Pipeline,2.07,1000000000,13.36,USA
Ternium,2.06,1000000000,40.93,Luxembourg
United Tractors,2.06,1000000000,1.53,Indonesia
SMIC,2.05,1000000000,2.88,China
American Electric Power,2.05,1000000000,84.93,USA
Arch Capital,2.04,1000000000,71.16,Bermuda
Bharti Airtel,2.03,1000000000,10.23,India
Banco Santander México,2.03,1000000000,5.46,Mexico
Sekisui House,2.02,1000000000,19.34,Japan
Otis Worldwide,2.02,1000000000,88.62,USA
Subaru,2.01,1000000000,18.98,Japan
Rosseti,2.00,1000000000,N/A,Russia
Sempra Energy,2.00,1000000000,148.20,USA
PBBank (Public Bank Bhd),2.00,1000000000,0.84,Malaysia
Korean Air Lines,1.99,1000000000,23.10,S. Korea
Toyota Industries,1.99,1000000000,71.45,Japan
Sampo,1.99,1000000000,46.89,Finland
Huatai Securities,1.99,1000000000,1.98,China
Arrow Electronics,1.98,1000000000,138.45,USA
Paychex,1.98,1000000000,113.59,USA
Thomson Reuters,1.98,1000000000,129.79,Canada
Mitsubishi Electric,1.98,1000000000,14.52,Japan
Entergy,1.98,1000000000,102.01,USA
Neste,1.98,1000000000,43.54,Finland
Ross Stores,1.97,1000000000,107.84,USA
Eiffage,1.97,1000000000,110.58,France
Stora Enso,1.97,1000000000,13.79,Finland
YANGHE,1.97,1000000000,20.39,China
Volvo Car,1.97,1000000000,4.24,Sweden
Airtel Africa,1.97,1000000000,1.59,UK
AmerisourceBergen,1.96,1000000000,183.01,USA
AntarChile,1.95,1000000000,9.31,Chile
Kubota,1.95,1000000000,15.65,Japan
Kingdom Holding,1.94,1000000000,2.11,S. Arabia
CTP N.V.,1.94,1000000000,13.90,Netherlands
Murphy Oil,1.94,1000000000,38.90,USA
Chongqing Rural Commercial Bank,1.94,1000000000,0.36,China
Wipro,1.93,1000000000,4.67,India
National Bank of Kuwait,1.93,1000000000,"3,052",eu Kuwait
Albertsons,1.93,1000000000,21.37,USA
Ørsted,1.93,1000000000,98.07,Denmark
Empresas Copec,1.93,1000000000,7.34,Chile
Fujifilm,1.92,1000000000,62.56,Japan
Hindustan Zinc,1.92,1000000000,3.72,India
Sandvik,1.92,1000000000,20.24,Sweden
Moody's,1.92,1000000000,341.85,USA
Shionogi,1.92,1000000000,44.29,Japan
Isuzu,1.92,1000000000,12.58,Japan
Peabody Energy,1.92,1000000000,20.55,USA
Bajaj Finance,1.90,1000000000,87.92,India
Bouygues,1.90,1000000000,33.34,France
CIMB Group,1.89,1000000000,1.08,Malaysia
Parker-Hannifin,1.89,1000000000,369.10,USA
Toll Brothers,1.89,1000000000,73.49,USA
Z Holdings,1.89,1000000000,2.56,Japan
Mitsubishi Heavy Industries,1.89,1000000000,48.62,Japan
T. Rowe Price,1.88,1000000000,114.18,USA
Banco de Chile,1.88,1000000000,21.25,Chile
Ally,1.88,1000000000,28.37,USA
Motorola Solutions,1.88,1000000000,280.25,USA
Comstock Resources,1.88,1000000000,10.47,USA
Republic Services,1.88,1000000000,145.73,USA
Amundi,1.87,1000000000,59.78,France
KPN,1.86,1000000000,3.43,Netherlands
Yamaha Motor,1.86,1000000000,28.21,Japan
Credicorp,1.85,1000000000,149.29,Bermuda
MS&AD Insurance,1.84,1000000000,36.95,Japan
Indian Oil,1.83,1000000000,1.12,India
Civitas Resources,1.83,1000000000,69.35,USA
Eurobank Ergasias Services and Holdings,1.83,1000000000,1.69,Greece
NTT Data,1.82,1000000000,15.22,Japan
Old Dominion Freight Line,1.82,1000000000,325.46,USA
Affiliated Managers Group,1.82,1000000000,148.30,USA
Chord Energy,1.81,1000000000,151.67,USA
Fosun,1.81,1000000000,0.71,China
Hong Kong Exchanges & Clearing,1.81,1000000000,40.53,Hong Kong
Grasim Industries,1.81,1000000000,21.73,India
Owens Corning,1.81,1000000000,122.16,USA
SK Group,1.81,1000000000,130.66,S. Korea
Yili Group,1.80,1000000000,4.13,China
Voestalpine,1.79,1000000000,35.73,Austria
Xiaomi,1.79,1000000000,1.41,China
IQVIA,1.79,1000000000,216.02,USA
Luxshare Precision,1.79,1000000000,4.16,China
Best Buy,1.78,1000000000,79.79,USA
Ameren,1.77,1000000000,84.08,USA
Edwards Lifesciences,1.77,1000000000,91.94,USA
Coca-Cola FEMSA,1.77,1000000000,88.14,Mexico
Canara Bank,1.77,1000000000,3.71,India
Unum,1.77,1000000000,45.40,USA
Arista Networks,1.76,1000000000,157.79,USA
Penske Automotive,1.76,1000000000,153.72,USA
Weyerhaeuser,1.76,1000000000,31.00,USA
Sumitomo Mitsui Trust Holdings,1.76,1000000000,35.54,Japan
Arthur J. Gallagher & Co.,1.75,1000000000,213.78,USA
The Saudi British Bank,1.75,1000000000,10.06,S. Arabia
Signature Bank,1.75,1000000000,0.13,USA
Johnson Controls,1.75,1000000000,65.47,Ireland
Becton Dickinson,1.75,1000000000,258.63,USA
Powszechny Zakład Ubezpieczeń,1.74,1000000000,10.10,Poland
AerCap,1.74,1000000000,61.20,Ireland
Cathay Financial Holding,1.74,1000000000,1.43,Taiwan
Industrivarden,1.73,1000000000,28.34,Sweden
AutoNation,1.73,1000000000,149.16,USA
Brookfield Infrastructure Partners,1.73,1000000000,35.41,Bermuda
Lufthansa,1.72,1000000000,10.30,Germany
lululemon athletica,1.72,1000000000,383.02,Canada
Fanuc,1.72,1000000000,37.38,Japan
TDK,1.71,1000000000,40.73,Japan
Rural Electrification Corp,1.70,1000000000,1.86,India
Telstra,1.70,1000000000,2.99,Australia
Sumitomo Realty & Development,1.70,1000000000,26.43,Japan
Northern Trust,1.69,1000000000,74.71,USA
Vodacom,1.69,1000000000,6.72,South Africa
SM Energy,1.69,1000000000,28.92,USA
CDW Corporation,1.69,1000000000,178.15,USA
Estee Lauder,1.69,1000000000,203.95,USA
Crown Castle,1.68,1000000000,114.61,USA
ZTE,1.68,1000000000,5.48,China
Sika,1.68,1000000000,290.11,Switzerland
Empresas CMPC,1.68,1000000000,1.90,Chile
Israel Discount Bank,1.68,1000000000,56.49,Israel
OTP Bank,1.68,1000000000,35.34,Hungary
Ecolab,1.67,1000000000,182.04,USA
Fox Corporation,1.67,1000000000,31.50,USA
Vermilion Energy,1.67,1000000000,12.39,Canada
JBS,1.67,1000000000,3.72,Brazil
Mondi,1.67,1000000000,16.11,UK
Otsuka Holdings,1.67,1000000000,39.63,Japan
Monster Beverage,1.67,1000000000,58.45,USA
Aena,1.66,1000000000,161.59,Spain
Expeditors,1.66,1000000000,118.83,USA
Sumitomo Chemical,1.66,1000000000,3.09,Japan
Legrand,1.66,1000000000,100.22,France
WuXi AppTec,1.65,1000000000,9.40,China
PPG Industries,1.65,1000000000,143.08,USA
Hindustan Unilever,1.65,1000000000,33.15,India
Emera,1.65,1000000000,41.10,Canada
Genuine Parts Company,1.65,1000000000,161.47,USA
Sibanye-Stillwater,1.65,1000000000,7.38,South Africa
PGE Polska,1.64,1000000000,1.85,Poland
Comerica,1.64,1000000000,42.42,USA
Anta Sports,1.64,1000000000,11.71,China
Assa Abloy,1.64,1000000000,23.39,Sweden
ULTA Beauty,1.64,1000000000,447.91,USA
Compass Group,1.64,1000000000,27.80,UK
Brookfield Renewable Partners,1.64,1000000000,29.39,Bermuda
Agilent Technologies,1.63,1000000000,121.13,USA
Arca Continental,1.63,1000000000,10.44,Mexico
Yum! Brands,1.63,1000000000,138.58,USA
Yanlord,1.63,1000000000,0.62,Singapore
Cintas,1.62,1000000000,491.36,USA
Matador Resources,1.62,1000000000,49.95,USA
Motor Oil (Hellas) Corinth Refineries,1.62,1000000000,27.02,Greece
LG Energy Solution,1.62,1000000000,462.81,S. Korea
Hoya,1.62,1000000000,124.80,Japan
Alabama Power,1.62,1000000000,25.03,USA
S.F. Express,1.62,1000000000,6.99,China
Grupo Bimbo,1.62,1000000000,5.38,Mexico
MGM Resorts,1.62,1000000000,42.64,USA
Mindray,1.62,1000000000,43.01,China
WEC Energy Group,1.61,1000000000,91.43,USA
China Longyuan Power Group,1.61,1000000000,1.10,China
Nongfu Spring,1.61,1000000000,5.53,China
Clearway Energy,1.61,1000000000,30.14,USA
Corteva,1.60,1000000000,57.23,USA
Bank Negara Indonesia,1.60,1000000000,0.60,Indonesia
GlobalFoundries,1.60,1000000000,62.46,USA
Oil India,1.60,1000000000,3.10,India
S-OIL,1.59,1000000000,57.14,S. Korea
IBM,1.59,1000000000,137.48,USA
Toshiba,1.59,1000000000,32.34,Japan
Banco de Crédito e Inversiones,1.58,1000000000,30.61,Chile
CTBC Financial Holding,1.58,1000000000,0.80,Taiwan
BB Seguridade Participações,1.57,1000000000,6.34,Brazil
Lithia Motors,1.57,1000000000,271.79,USA
Delta Electronics,1.57,1000000000,12.13,Taiwan
Fastighets AB Balder,1.57,1000000000,3.79,Sweden
Willis Towers Watson,1.57,1000000000,235.00,UK
Rockwell Automation,1.56,1000000000,315.80,USA
Gulfport Energy,1.56,1000000000,104.37,USA
Coca-Cola European Partners,1.56,1000000000,65.35,UK
Lonza,1.56,1000000000,637.01,Switzerland
Kaspi.kz Joint Stock Company,1.56,1000000000,85.94,eu Kazakhstan
Chunghwa Telecom,1.56,1000000000,40.88,Taiwan
EDP Renováveis,1.56,1000000000,21.17,Spain
China Gas,1.56,1000000000,1.20,China
Intuitive Surgical,1.55,1000000000,329.36,USA
Ametek,1.55,1000000000,155.91,USA
Ferrovial,1.55,1000000000,32.35,Spain
Mapfre,1.55,1000000000,2.01,Spain
Thales,1.55,1000000000,148.13,France
PChem (Petronas Chemicals Group),1.54,1000000000,1.33,Malaysia
Klabin,1.53,1000000000,4.76,Brazil
Telus,1.53,1000000000,19.50,Canada
East West Bancorp,1.53,1000000000,53.43,USA
Keurig Dr Pepper,1.53,1000000000,32.17,USA
Indian Railway Finance,1.53,1000000000,0.40,India
CGI,1.53,1000000000,104.58,Canada
CPFL Energia,1.53,1000000000,6.66,Brazil
VEON,1.53,1000000000,21.00,Netherlands
SG Holdings,1.53,1000000000,15.08,Japan
Quanta Computer,1.52,1000000000,4.86,Taiwan
Dupont De Nemours,1.52,1000000000,69.41,USA
Yandex,1.52,1000000000,24.77,Netherlands
Henderson Land Development,1.52,1000000000,3.04,Hong Kong
LKQ Corporation,1.52,1000000000,54.23,USA
Barrick Gold,1.52,1000000000,16.71,Canada
Macy's,1.51,1000000000,15.85,USA
Kyocera,1.51,1000000000,56.36,Japan
MTR Corporation,1.50,1000000000,4.69,Hong Kong
CBRE Group,1.50,1000000000,77.81,USA
Sirius XM,1.50,1000000000,3.94,USA
Mechel PAO,1.50,1000000000,2.25,Russia
Asahi Group,1.50,1000000000,40.55,Japan
Nasdaq,1.49,1000000000,51.22,USA
W. R. Berkley,1.49,1000000000,59.28,USA
Fastenal,1.48,1000000000,56.58,USA
Union Bank of India,1.48,1000000000,0.87,India
Keysight,1.48,1000000000,164.86,USA
WESCO International,1.48,1000000000,168.05,USA
Amerco,1.48,1000000000,54.06,USA
American Water Works,1.47,1000000000,148.98,USA
Aeon,1.47,1000000000,20.10,Japan
Zhongsheng Group,1.47,1000000000,4.10,China
Western Midstream,1.46,1000000000,27.15,USA
Penn National Gaming,1.46,1000000000,24.84,USA
FirstEnergy,1.46,1000000000,39.07,USA
Hang Seng Bank,1.46,1000000000,14.51,Hong Kong
Dick's Sporting Goods,1.46,1000000000,135.10,USA
QNB Finansbank,1.46,1000000000,1.90,Turkey
DCP Midstream,1.46,1000000000,41.69,USA
RSA Insurance Group,1.45,1000000000,1.33,UK
Thyssenkrupp,1.44,1000000000,7.94,Germany
Grupo ACS,1.44,1000000000,34.63,Spain
Terna,1.44,1000000000,8.82,Italy
Hexagon,1.44,1000000000,12.62,Sweden
Amcor,1.43,1000000000,10.35,Switzerland
Woolworths Group,1.43,1000000000,26.58,Australia
Loews Corporation,1.43,1000000000,58.57,USA
Nidec,1.43,1000000000,56.21,Japan
Fortis,1.43,1000000000,42.87,Canada
Liberty Broadband,1.43,1000000000,76.27,USA
JSC Halyk Bank,1.43,1000000000,13.36,eu Kazakhstan
Mitsubishi Motors,1.43,1000000000,3.46,Japan
BDO Unibank,1.43,1000000000,26.26,Philippines
Boston Scientific,1.43,1000000000,54.32,USA
Sonic Healthcare,1.42,1000000000,24.13,Australia
Ryanair,1.42,1000000000,107.89,Ireland
Alpha Metallurgical Resources,1.42,1000000000,157.56,USA
Mazda,1.42,1000000000,9.72,Japan
Central Japan Railway,1.42,1000000000,125.73,Japan
Dover,1.42,1000000000,147.73,USA
Nexstar Media Group,1.41,1000000000,165.03,USA
Realty Income,1.41,1000000000,61.39,USA
Interpublic Group,1.41,1000000000,40.04,USA
Air France-KLM,1.41,1000000000,1.97,France
Sumitomo Denki Kōgyō,1.41,1000000000,12.50,Japan
Northern Oil and Gas,1.41,1000000000,33.30,USA
LabCorp,1.40,1000000000,234.27,USA
Olympus,1.40,1000000000,16.65,Japan
East Money Information,1.40,1000000000,2.09,China
Asbury Automotive Group,1.40,1000000000,221.79,USA
Copart,1.40,1000000000,87.28,USA
Martin Marietta,1.40,1000000000,426.54,USA
Hyundai Glovis,1.40,1000000000,151.67,S. Korea
China Securities,1.40,1000000000,3.41,China
Taylor Morrison,1.39,1000000000,46.80,USA
Tractor Supply,1.39,1000000000,218.93,USA
LPL Financial,1.38,1000000000,208.98,USA
China Merchants Securities,1.38,1000000000,1.98,China
ASR Nederland,1.37,1000000000,42.24,Netherlands
Kirin Holdings,1.37,1000000000,15.40,Japan
Covivio,1.37,1000000000,50.60,France
Williams-Sonoma,1.37,1000000000,124.64,USA
Budweiser APAC,1.37,1000000000,2.84,Hong Kong
International Paper,1.37,1000000000,31.98,USA
Commercial Metals Company,1.36,1000000000,47.80,USA
Dassault Systèmes,1.36,1000000000,45.28,France
China Tower,1.36,1000000000,0.12,China
Chipotle Mexican Grill,1.36,1000000000,"2,033",USA
Telefonica Brasil,1.35,1000000000,8.99,Brazil
Grupo Aval,1.35,1000000000,2.38,eu Colombia
NEC Corp,1.35,1000000000,49.46,Japan
Reinsurance Group of America,1.35,1000000000,143.03,USA
Callon Petroleum,1.35,1000000000,34.15,USA
Boliden,1.35,1000000000,31.37,Sweden
Hydro One,1.34,1000000000,27.63,Canada
Franklin Resources,1.34,1000000000,26.97,USA
Olin,1.34,1000000000,52.36,USA
Restaurant Brands International,1.34,1000000000,76.43,Canada
Packaging Corporation of America,1.34,1000000000,132.42,USA
SCB (Siam Commercial Bank),1.34,1000000000,3.08,Thailand
B3,1.34,1000000000,3.04,Brazil
Roper Technologies,1.34,1000000000,458.78,USA
ZTO Express,1.34,1000000000,27.46,China
Aptiv,1.33,1000000000,101.44,Ireland
Progressive,1.33,1000000000,129.99,USA
California Resources Corporation,1.33,1000000000,44.32,USA
Centrais Electricas Brasileiras,1.33,1000000000,8.01,Brazil
Equinix,1.33,1000000000,778.61,USA
HELLENiQ ENERGY,1.33,1000000000,8.99,Greece
Whitecap Resources,1.33,1000000000,7.16,Canada
Enerplus,1.33,1000000000,14.49,Canada
Electronic Arts,1.32,1000000000,128.66,USA
LG Corp,1.32,1000000000,69.81,S. Korea
Ferrari,1.32,1000000000,308.02,Italy
BorgWarner,1.32,1000000000,48.60,USA
Kasikornbank,1.31,1000000000,3.77,Thailand
Swire Properties,1.31,1000000000,2.58,Hong Kong
Exxaro Resources,1.31,1000000000,9.75,South Africa
Hormel Foods,1.31,1000000000,41.27,USA
Uni-President Enterprises,1.30,1000000000,2.52,Taiwan
Waste Connections,1.30,1000000000,137.54,USA
Rede D'Or Sao Luiz,1.30,1000000000,6.92,Brazil
