Name,Earnings,Market Cap,Revenue,Share Price,Country
Synchrony,3510000000,14090000000,16220000000,32.9,USA
Marathon Oil,3510000000,14510000000,7340000000,23.5,USA
Astra International,3510000000,18560000000,20620000000,0.46,Indonesia
Bridgestone,3480000000,29630000000,30800000000,42.81,Japan
Yancoal,3470000000,4240000000,7170000000,3.21,Australia
Maaden,3470000000,41360000000,10730000000,11.2,S. Arabia
Woori Financial Group,3450000000,6850000000,8860000000,28.24,S. Korea
Toyota Tsusho,3450000000,18610000000,72170000000,52.9,Japan
The Travelers Companies,3450000000,40820000000,37780000000,176.75,USA
Albemarle,3410000000,26770000000,8770000000,228.17,USA
Foxconn Industrial Internet,3410000000,67130000000,74270000000,3.38,China
Ahold Delhaize,3390000000,31950000000,93020000000,32.94,Netherlands
Fomento Económico Mexicano,3380000000,39780000000,36390000000,111.19,Mexico
Talanx,3370000000,14920000000,51770000000,58.9,Germany
Target,3370000000,61760000000,1.0927E+11,133.81,USA
MetLife,3360000000,42500000000,69530000000,55.5,USA
United Microelectronics,3360000000,21880000000,8810000000,8.75,Taiwan
Emerson,3360000000,49950000000,17490000000,87.41,USA
Waste Management,3350000000,67130000000,19920000000,165.03,USA
Prologis,3340000000,1.1324E+11,6520000000,122.63,USA
General Mills,3340000000,47400000000,19950000000,80.71,USA
Renesas Electronics,3340000000,34330000000,11120000000,19.11,Japan
Avis Budget Group,3330000000,8120000000,12110000000,204.29,USA
Power Corporation of Canada,3330000000,17840000000,38480000000,26.74,Canada
Banorte,3330000000,24240000000,9330000000,8.41,Mexico
Bank Leumi,3330000000,11860000000,5210000000,7.7,Israel
Simon Property Group,3330000000,42210000000,5340000000,112.79,USA
MTN Group,3320000000,14040000000,12240000000,7.77,South Africa
Carrier,3300000000,39130000000,21040000000,46.88,USA
Japan Post Bank,3300000000,28160000000,11810000000,7.79,Japan
Canadian Pacific Railway,3300000000,73100000000,6890000000,78.52,Canada
Komatsu,3290000000,25670000000,25000000000,27.16,Japan
Chugai Pharmaceutical,3280000000,49720000000,8980000000,30.24,Japan
Tokio Marine,3270000000,48080000000,48630000000,24.02,Japan
Cummins,3270000000,33380000000,30140000000,235.81,USA
Idemitsu Kosan,3260000000,5940000000,69240000000,20.69,Japan
State Street Corporation,3260000000,24650000000,12160000000,73.77,USA
Powergrid Corporation of India,3250000000,20980000000,5460000000,3.01,India
DSV,3250000000,42790000000,30180000000,199.37,Denmark
Old Mutual,3250000000,3280000000,37430000000,0.67,South Africa
Henkel,3250000000,31700000000,22490000000,80.78,Germany
EssilorLuxottica,3240000000,84750000000,26230000000,189.27,France
BYD,3240000000,1.0714E+11,62140000000,38.08,China
Sun Life Financial,3240000000,29920000000,23080000000,50.91,Canada
Bank of Nanjing,3230000000,12580000000,6450000000,1.22,China
Fairfax Financial,3230000000,18230000000,27400000000,735.95,Canada
Jardine Matheson,3220000000,36250000000,37720000000,50.28,Hong Kong
Fast Retailing,3200000000,81320000000,18800000000,265.21,Japan
Sinopharm,3200000000,10350000000,80050000000,3.32,China
Viatris,3200000000,12330000000,15800000000,10.29,USA
Fifth Third Bank,3200000000,18060000000,8630000000,26.54,USA
UOB,3180000000,35040000000,7050000000,20.92,Singapore
ITC,3180000000,68720000000,8640000000,5.53,India
National Bank of Canada,3180000000,25410000000,7400000000,75.21,Canada
Builders FirstSource,3170000000,15540000000,20920000000,121.41,USA
Enbridge,3160000000,76000000000,37570000000,37.48,Canada
Brookfield Asset Management,3150000000,13730000000,3670000000,33.26,Canada
Antero Resources,3130000000,6740000000,7790000000,22.46,USA
Dollar General,3110000000,36040000000,37840000000,164.32,USA
Oneok,3110000000,27270000000,21460000000,60.95,USA
Ganfeng Lithium,3110000000,17630000000,6630000000,9.17,China
Intuit,3100000000,1.2743E+11,14070000000,455.03,USA
Delek Group,3100000000,2280000000,3500000000,124.64,Israel
Tourmaline Oil,3100000000,15670000000,6540000000,46.22,Canada
AIB Group (Allied Irish Banks),3090000000,11340000000,6640000000,4.33,Ireland
Baidu,3060000000,50840000000,18320000000,145.11,China
Brookfield Renewable,3060000000,5670000000,3910000000,32.89,USA
Consolidated Edison,3060000000,32210000000,16010000000,92.97,USA
M&T Bank,3060000000,20420000000,9000000000,123.16,USA
Lenovo,3050000000,13220000000,70860000000,1.09,Hong Kong
AutoZone,3050000000,45270000000,16880000000,"2,494",USA
Eaton,3050000000,76230000000,21390000000,191.26,Ireland
Kraft Heinz,3040000000,45390000000,26920000000,36.99,USA
Atlas Copco,3040000000,68660000000,14360000000,12.77,Sweden
MOL Group,3040000000,6910000000,26120000000,8.66,Hungary
Standard Bank Group,3040000000,15700000000,9240000000,9.53,South Africa
Bayan Resources,3030000000,34330000000,4960000000,1.03,Indonesia
Power Finance Corp,3020000000,6350000000,3410000000,2.41,India
Cognizant Technology Solutions,3020000000,33020000000,19410000000,65.08,USA
O'Reilly Automotive,3010000000,55940000000,14820000000,919.02,USA
Power Financial,2980000000,13010000000,42380000000,14.16,Canada
Bank Hapoalim,2980000000,11740000000,5490000000,8.78,Israel
Gerdau,2980000000,9350000000,15450000000,5.35,Brazil
Ameriprise Financial,2980000000,34210000000,14350000000,325,USA
China Telecom,2980000000,72670000000,64290000000,0.5,China
Verbund AG,2970000000,27280000000,11610000000,81.18,Austria
Swedbank,2970000000,19730000000,5550000000,17.55,Sweden
Stryker Corporation,2970000000,1.1173E+11,18950000000,294.35,USA
Regions Financial,2960000000,17000000000,7510000000,18.12,USA
Israel Chemicals,2950000000,7800000000,9580000000,5.95,Israel
Halliburton,2950000000,29390000000,21690000000,32.58,USA
Fiserv,2950000000,74050000000,18140000000,119.96,USA
Wanhua Chemical,2940000000,40260000000,24060000000,12.82,China
Santos,2940000000,17100000000,7790000000,5.23,Australia
Huntington Bancshares,2940000000,15760000000,7530000000,10.92,USA
7-Eleven,2940000000,38270000000,87600000000,43.33,Japan
Itaúsa,2930000000,19340000000,690000000,2.01,Brazil
Deutsche Wohnen,2920000000,9340000000,2520000000,23.54,Germany
ARC Resources,2920000000,8030000000,7100000000,13.15,Canada
Sumitomo Metal Mining,2910000000,9730000000,10610000000,35.44,Japan
NetEase,2910000000,63490000000,14270000000,98.45,China
United Rentals,2910000000,27700000000,12400000000,403.09,USA
Denso,2910000000,51260000000,46160000000,68.45,Japan
Microchip Technology,2900000000,46620000000,8430000000,85.49,USA
CK Asset Holdings,2900000000,20390000000,7220000000,5.7,Hong Kong
Kroger,2900000000,33130000000,1.4825E+11,46.17,USA
Nissan,2890000000,15370000000,73420000000,3.87,Japan
Centene,2890000000,36030000000,1.4625E+11,65.66,USA
FirstRand,2880000000,21270000000,7070000000,3.79,South Africa
Agnico Eagle Mines,2880000000,25250000000,5920000000,51,Canada
Industrial Bank of Korea (IBK),2880000000,6450000000,7470000000,8.1,S. Korea
PDC Energy,2850000000,6190000000,4220000000,71.2,USA
Imperial Brands,2840000000,20550000000,36350000000,22.48,UK
ABN AMRO,2840000000,13390000000,8440000000,15.48,Netherlands
Michelin,2840000000,21450000000,30610000000,30.07,France
Hyundai Mobis,2840000000,15880000000,41950000000,174.34,S. Korea
Daikin,2840000000,61760000000,28360000000,211.04,Japan
Dish Network,2830000000,3440000000,16300000000,6.47,USA
CNH Industrial,2830000000,19410000000,24240000000,14.53,UK
Recruit,2820000000,55520000000,25200000000,35.16,Japan
Pernod Ricard,2820000000,56450000000,11170000000,222.57,France
Yara International,2820000000,9140000000,22110000000,35.9,Norway
RELX,2800000000,64560000000,10360000000,34.04,UK
Jackson Financial,2800000000,2470000000,9260000000,29.98,USA
LATAM Airlines,2800000000,5510000000,10330000000,0.01,Chile
Jardine Cycle & Carriage,2790000000,10080000000,18590000000,25.51,Singapore
Impala Platinum,2790000000,7420000000,7300000000,8.61,South Africa
Stellantis,2780000000,54220000000,1.0132E+11,17.34,Netherlands
Citizens Financial Group,2780000000,13190000000,8500000000,27.26,USA
Ambev,2780000000,48650000000,15610000000,3.09,Brazil
Haier Smart Home,2780000000,30110000000,36030000000,3.35,China
CSL,2770000000,94790000000,10490000000,191.22,Australia
Murata Manufacturing (Murata Seisakusho),2760000000,37940000000,13290000000,60.26,Japan
GE HealthCare Technologies,2750000000,35760000000,18570000000,78.65,USA
Haleon,2750000000,38870000000,14630000000,8.42,UK
Ferguson,2750000000,30910000000,30010000000,151.07,UK
National Grid,2750000000,49970000000,23040000000,67.93,UK
Canon,2740000000,27410000000,30340000000,27,Japan
BCE,2740000000,41680000000,18190000000,45.7,Canada
George Weston,2740000000,16020000000,43050000000,115.02,Canada
Suzuki Motor,2740000000,17470000000,33050000000,35.98,Japan
Maybank,2740000000,25610000000,5780000000,4.25,Malaysia
PSEG,2740000000,31200000000,11240000000,62.54,USA
Liberty Media,2740000000,9920000000,12120000000,27.99,USA
Telefónica,2730000000,22190000000,42530000000,3.86,Spain
Goodman Group,2730000000,26200000000,1400000000,13.91,Australia
Telkom Indonesia,2730000000,26510000000,9780000000,26.71,Indonesia
Sherwin-Williams,2720000000,63920000000,22590000000,247.89,USA
Air Products and Chemicals,2720000000,65110000000,13130000000,293.17,USA
NN Group,2710000000,9900000000,22440000000,35.83,Netherlands
Svenska Handelsbanken,2710000000,17220000000,5030000000,8.67,Sweden
ORIX,2710000000,19790000000,12000000000,89.33,Japan
DAQO New Energy,2700000000,3290000000,4030000000,42.65,China
Panasonic,2680000000,27860000000,61540000000,11.83,Japan
China Unicom,2670000000,22100000000,48220000000,0.72,Hong Kong
Turkish Airlines,2670000000,10550000000,13970000000,7.65,Turkey
Kenvue,2660000000,50260000000,14950000000,26.25,USA
Eversource Energy,2640000000,25140000000,12610000000,72.08,USA
New York Community Bank,2620000000,7690000000,1780000000,10.65,USA
Zoetis,2620000000,78900000000,8090000000,170.74,USA
Great-West Lifeco,2620000000,27060000000,32830000000,29.05,Canada
Wilmar International,2620000000,19000000000,42640000000,3.04,Singapore
Pembina Pipeline,2610000000,17200000000,8180000000,31.23,Canada
HeidelbergCement,2610000000,14880000000,21780000000,79.94,Germany
BlueScope Steel,2600000000,6680000000,13060000000,14.47,Australia
Range Resources,2590000000,6870000000,5030000000,28.49,USA
Xcel Energy,2580000000,35170000000,15630000000,63.92,USA
Investor AB,2580000000,62970000000,7130000000,20.58,Sweden
American Tower,2570000000,91200000000,10810000000,192.89,USA
Equitable Holdings,2570000000,9410000000,12350000000,26.43,USA
The Hartford,2560000000,22290000000,22790000000,71.88,USA
Antofagasta,2550000000,19510000000,5860000000,19.8,UK
Norsk Hydro,2550000000,14000000000,20640000000,6.88,Norway
CRRC,2550000000,24450000000,32550000000,0.62,China
Anhui Conch Cement,2520000000,18140000000,20010000000,2.77,China
Bank of Baroda,2510000000,11870000000,7460000000,2.3,India
Loblaw Companies,2510000000,27980000000,42650000000,87.16,Canada
Intercontinental Exchange,2510000000,62520000000,9640000000,111.68,USA
Aperam,2510000000,2620000000,8130000000,36.35,Luxembourg
Nokia,2500000000,23810000000,26630000000,4.28,Finland
Bunge,2500000000,14520000000,66680000000,96.43,USA
Poste Italiane,2490000000,14290000000,29290000000,11.04,Italy
TransDigm,2490000000,44810000000,5890000000,815.89,USA
Larsen & Toubro,2490000000,40600000000,22500000000,28.89,India
Sysco,2480000000,37250000000,75550000000,73.39,USA
Commerzbank,2480000000,13950000000,10780000000,11.15,Germany
LONGi Green Energy Technology,2480000000,31550000000,18900000000,4.16,China
Saudi Arabian Fertilizer Company,2480000000,16560000000,4550000000,34.79,S. Arabia
Deutsche Börse,2480000000,34810000000,5720000000,189.46,Germany
Enel Chile,2460000000,4670000000,5990000000,3.38,Chile
Westlake Chemical,2460000000,14640000000,15090000000,114.7,USA
Amphenol,2460000000,48900000000,12640000000,82.15,USA
Harbour Energy,2460000000,2600000000,5390000000,3.21,UK
Uniper,2450000000,48260000000,2.4764E+11,5.79,Germany
Trane Technologies,2450000000,42650000000,16300000000,187.06,Ireland
TE Connectivity,2440000000,42740000000,16450000000,135.65,Switzerland
Hannover Rück,2430000000,25190000000,25640000000,208.89,Germany
Dai-ichi Life Holdings,2430000000,18890000000,68550000000,18.72,Japan
Tōkyō Gas,2430000000,9850000000,23050000000,22.73,Japan
Industries Qatar,2420000000,19410000000,5160000000,3.21,eu Qatar
Capgemini,2420000000,33660000000,23550000000,195.81,France
Kimberly-Clark,2410000000,46450000000,20270000000,137.68,USA
Swiss Life,2410000000,17840000000,23020000000,603.56,Switzerland
OCI,2410000000,5050000000,8750000000,24.01,Netherlands
BAE Systems,2410000000,37750000000,25760000000,12.37,UK
Kotak Mahindra Bank,2410000000,45030000000,6450000000,22.67,India
Daiwa House,2400000000,17650000000,35510000000,26.69,Japan
Traton,2400000000,10790000000,45080000000,21.55,Germany
Muyuan Foods,2400000000,32600000000,18270000000,5.96,China
Hertz,2400000000,5610000000,8920000000,17.82,USA
Mahindra & Mahindra,2390000000,21300000000,14260000000,17.13,India
Wan Hai Lines,2390000000,5730000000,6680000000,2.04,Taiwan
W. W. Grainger,2380000000,36740000000,15670000000,732.43,USA
Ericsson,2380000000,18080000000,26530000000,5.43,Sweden
U.S. Steel,2380000000,5300000000,20300000000,23.41,USA
ASE Group,2370000000,19020000000,21470000000,8.85,Taiwan
Interactive Brokers,2370000000,33460000000,5150000000,80.28,USA
JFE Holdings,2360000000,8480000000,38910000000,14.53,Japan
SMC corp,2350000000,37670000000,6090000000,584.09,Japan
Türkiye Petrol Rafinerileri,2350000000,5950000000,27750000000,3.09,Turkey
Wesfarmers,2350000000,38280000000,25230000000,33.74,Australia
Micron Technology,2320000000,74040000000,23060000000,67.66,USA
Korea Gas,2310000000,1730000000,40250000000,20.23,S. Korea
EDP Group,2310000000,21100000000,20480000000,5.07,Portugal
Renault,2300000000,11560000000,49680000000,40.24,France
Endesa,2300000000,24270000000,29430000000,22.95,Spain
LG Chem,2290000000,43610000000,41470000000,584.8,S. Korea
WH Group,2290000000,7070000000,28130000000,0.55,Hong Kong
Tyson Foods,2290000000,17910000000,53620000000,50.39,USA
Mitsui Fudosan,2290000000,19060000000,17090000000,20.43,Japan
VakıfBank,2290000000,2860000000,5580000000,0.43,Turkey
Axis Bank,2290000000,36860000000,7700000000,11.97,India
China Zheshang Bank,2290000000,8160000000,7030000000,0.33,China
Bank of Ireland Group,2290000000,10890000000,6740000000,10.26,Ireland
Sanlam,2280000000,6770000000,6640000000,3.32,South Africa
ON Semiconductor,2280000000,38930000000,8340000000,90.15,USA
Rogers Communication,2270000000,23300000000,9640000000,43.97,Canada
International Holding Company,2250000000,2.3598E+11,7740000000,107.58,eu UAE
Edison International,2240000000,26870000000,17210000000,70.18,USA
Reliance Steel & Aluminum,2240000000,15050000000,16500000000,256.07,USA
Raymond James,2240000000,21210000000,11060000000,100.09,USA
Hikvision,2230000000,46220000000,12250000000,4.94,China
Dollar Tree,2230000000,30020000000,28330000000,136.22,USA
Tenet Healthcare,2230000000,7990000000,19450000000,78.43,USA
Fujitsu,2220000000,25450000000,27800000000,135.17,Japan
Swisscom,2220000000,32570000000,11790000000,628.93,Switzerland
Riyad Bank,2220000000,26570000000,3810000000,8.86,S. Arabia
K+S,2210000000,3270000000,5910000000,17.08,Germany
Brookfield Property Partners,2190000000,9480000000,7550000000,14.36,Bermuda
KeyCorp (KeyBank),2180000000,9280000000,7050000000,9.93,USA
BTG Pactual,2180000000,44370000000,5560000000,3.12,Brazil
Hilton Worldwide,2180000000,37260000000,9340000000,140.81,USA
Intact Financial,2170000000,26320000000,16500000000,150.18,Canada
Guotai Junan Securities,2170000000,17320000000,5220000000,2.1,China
Omnicom,2170000000,18980000000,14320000000,95.15,USA
Activision Blizzard,2170000000,64440000000,8140000000,81.97,USA
Solvay,2170000000,12240000000,16690000000,116.98,Belgium
Luzhou Laojiao,2160000000,48090000000,3830000000,32.67,China
China Merchants Shekou Industrial Zone,2150000000,14610000000,26010000000,1.89,China
NVR,2150000000,19450000000,10330000000,"5,990",USA
Airbnb,2140000000,81100000000,8700000000,128.68,USA
Samsung Life Insurance,2140000000,9390000000,21770000000,52.34,S. Korea
Fubon Financial,2140000000,24720000000,8670000000,1.99,Taiwan
The Hershey Company,2140000000,53290000000,10740000000,260.72,USA
First Republic Bank,2140000000,650000000,5770000000,3.51,USA
Targa Resources,2130000000,16220000000,20490000000,71.79,USA
Jastrzebska Spólka Weglowa,2120000000,1220000000,4510000000,10.41,Poland
Mitsubishi Estate,2110000000,16240000000,10260000000,12.6,Japan
Carrefour,2110000000,13330000000,88980000000,18.02,France
Singapore Airlines,2110000000,17260000000,12970000000,5.81,Singapore
Bancolombia,2100000000,6910000000,5790000000,27.46,eu Colombia
Kuwait Finance House,2100000000,35310000000,3860000000,"2,410",eu Kuwait
VICI Properties,2100000000,32470000000,3060000000,32.34,USA
CNX Resources,2100000000,2870000000,3620000000,17.35,USA
Vmware,2090000000,60830000000,13340000000,141.36,USA
Hindalco Industries,2090000000,11620000000,27470000000,5.21,India
Plains GP,2090000000,3370000000,55980000000,14.02,USA
Adani Power,2080000000,12520000000,4930000000,3.25,India
Mizrahi-Tefahot,2080000000,9470000000,3910000000,36.83,Israel
Samsung SDI,2080000000,38100000000,16250000000,267.61,S. Korea
Siemens Healthineers,2070000000,64700000000,22580000000,57.81,Germany
Ashtead,2070000000,30260000000,9300000000,69.05,UK
UPM-Kymmene,2070000000,17130000000,12530000000,32.13,Finland
Plains All American Pipeline,2070000000,9330000000,55980000000,13.36,USA
Ternium,2060000000,8030000000,15730000000,40.93,Luxembourg
United Tractors,2060000000,5560000000,8620000000,1.53,Indonesia
SMIC,2050000000,32050000000,6890000000,2.88,China
American Electric Power,2050000000,43720000000,19730000000,84.93,USA
Arch Capital,2040000000,26500000000,10790000000,71.16,Bermuda
Bharti Airtel,2030000000,59130000000,17100000000,10.23,India
Banco Santander México,2030000000,7530000000,5140000000,5.46,Mexico
Sekisui House,2020000000,12810000000,21710000000,19.34,Japan
Otis Worldwide,2020000000,36620000000,13610000000,88.62,USA
Subaru,2010000000,14550000000,26570000000,18.98,Japan
Sempra Energy,2000000000,46630000000,17170000000,148.2,USA
PBBank (Public Bank Bhd),2000000000,16240000000,3040000000,0.84,Malaysia
