Name,Revenue,Multiplicative,Share Price,Country
Freddie Mac,20.24,1000000000,2.95,USA
JSW Steel,20.11,1000000000,9.47,India
Japan Tobacco,20.10,1000000000,22.81,Japan
Asahi Kasei,20.10,1000000000,6.93,Japan
Grupo Bimbo,20.09,1000000000,5.38,Mexico
Anhui Conch Cement,20.01,1000000000,2.77,China
Mizuho Financial Group,19.99,1000000000,2.98,Japan
General Mills,19.95,1000000000,80.71,USA
Waste Management,19.92,1000000000,165.03,USA
Nippon Yūsen,19.91,1000000000,21.65,Japan
Orient Overseas Container Line,19.82,1000000000,13.26,Hong Kong
American Electric Power,19.73,1000000000,84.93,USA
Delek US,19.71,1000000000,23.60,USA
Nippon Express,19.68,1000000000,60.04,Japan
KT Corporation,19.56,1000000000,12.05,S. Korea
BJ's Wholesale Club,19.54,1000000000,61.07,USA
Texas Instruments,19.50,1000000000,176.76,USA
Whirlpool,19.45,1000000000,146.51,USA
Tenet Healthcare,19.45,1000000000,78.43,USA
ManpowerGroup,19.43,1000000000,76.56,USA
Cognizant Technology Solutions,19.41,1000000000,65.08,USA
Kweichow Moutai,19.38,1000000000,252.52,China
Exelon Corporation,19.31,1000000000,41.21,USA
Sharp Corporation,19.28,1000000000,5.47,Japan
Great Wall Motors,19.21,1000000000,3.49,China
Pinduoduo,19.19,1000000000,79.87,China
Devon Energy,19.18,1000000000,49.80,USA
AIA,19.11,1000000000,10.45,Hong Kong
Vedanta,19.01,1000000000,3.42,India
Associated British Foods,18.98,1000000000,24.60,UK
Aflac,18.96,1000000000,69.43,USA
Stryker Corporation,18.95,1000000000,294.35,USA
Philips,18.95,1000000000,20.41,Netherlands
Aurubis,18.93,1000000000,91.64,Germany
LONGi Green Energy Technology,18.90,1000000000,4.16,China
Ross Stores,18.85,1000000000,107.84,USA
Lam Research,18.85,1000000000,612.65,USA
Thales,18.81,1000000000,148.13,France
Fast Retailing,18.80,1000000000,265.21,Japan
Becton Dickinson,18.80,1000000000,258.63,USA
The Mosaic Company,18.80,1000000000,35.82,USA
Evonik Industries,18.79,1000000000,19.44,Germany
Kinder Morgan,18.79,1000000000,17.04,USA
Asahi Group,18.75,1000000000,40.55,Japan
Toray Industries,18.63,1000000000,5.60,Japan
Jardine Cycle & Carriage,18.59,1000000000,25.51,Singapore
GE HealthCare Technologies,18.57,1000000000,78.65,USA
Block,18.56,1000000000,66.51,USA
Naturgy,18.55,1000000000,29.76,Spain
Voestalpine,18.51,1000000000,35.73,Austria
TUI,18.50,1000000000,7.64,Germany
Johnson Matthey,18.49,1000000000,22.23,UK
DTE Energy,18.43,1000000000,114.12,USA
Saudi Electricity,18.41,1000000000,6.08,S. Arabia
Global Partners LP,18.40,1000000000,30.73,USA
Colgate-Palmolive,18.33,1000000000,77.78,USA
Baidu,18.32,1000000000,145.11,China
Saudi Telecom Company,18.28,1000000000,11.77,S. Arabia
Mitsubishi Motors,18.27,1000000000,3.46,Japan
Muyuan Foods,18.27,1000000000,5.96,China
LG Display,18.23,1000000000,6.59,S. Korea
Indorama Ventures,18.22,1000000000,1.00,Thailand
Yili Group,18.22,1000000000,4.13,China
Infosys,18.21,1000000000,15.83,India
BCE,18.19,1000000000,45.70,Canada
Booking Holdings (Booking.com),18.17,1000000000,"2,641",USA
Parker-Hannifin,18.15,1000000000,369.10,USA
Dominion Energy,18.14,1000000000,53.33,USA
Fiserv,18.14,1000000000,119.96,USA
Aptiv,18.12,1000000000,101.44,Ireland
Live Nation,18.00,1000000000,90.18,USA
ZTE,18.00,1000000000,5.48,China
Adobe,17.99,1000000000,495.18,USA
Chongqing Changan,17.97,1000000000,1.76,China
Kohl's,17.95,1000000000,23.07,USA
GAIL,17.93,1000000000,1.31,India
YPF (Yacimientos Petrolíferos Fiscales),17.89,1000000000,14.55,ar Argentina
Viva Energy,17.87,1000000000,2.05,Australia
PGE Polska,17.85,1000000000,1.85,Poland
Nornickel,17.85,1000000000,211.35,Russia
Strabag,17.78,1000000000,43.08,Austria
Covestro,17.77,1000000000,45.62,Germany
Inpex,17.77,1000000000,11.67,Japan
Corteva,17.73,1000000000,57.23,USA
PPG Industries,17.72,1000000000,143.08,USA
Aramark,17.72,1000000000,40.53,USA
Kajima,17.67,1000000000,14.86,Japan
Lincoln National Corporation,17.55,1000000000,24.37,USA
Quanta Services,17.53,1000000000,185.95,USA
Charoen Pokphand Foods,17.51,1000000000,0.62,Thailand
Emerson,17.49,1000000000,87.41,USA
L3Harris Technologies,17.43,1000000000,195.57,USA
BlackRock,17.41,1000000000,702.78,USA
Motor Oil (Hellas) Corinth Refineries,17.41,1000000000,27.02,Greece
Uni-President Enterprises,17.39,1000000000,2.52,Taiwan
Pilgrim's Pride,17.39,1000000000,21.66,USA
Fortescue,17.31,1000000000,15.49,Australia
The Andersons,17.22,1000000000,44.95,USA
Edison International,17.21,1000000000,70.18,USA
Principal,17.20,1000000000,74.78,USA
Sempra Energy,17.17,1000000000,148.20,USA
Prysmian Group,17.14,1000000000,40.65,Italy
Safran,17.13,1000000000,153.78,France
Tatneft,17.11,1000000000,4.81,Russia
Evergreen Marine,17.11,1000000000,5.42,Taiwan
Bharti Airtel,17.10,1000000000,10.23,India
Mitsui Fudosan,17.09,1000000000,20.43,Japan
Sodexo,17.05,1000000000,110.90,France
Kyndryl,17.02,1000000000,13.50,USA
Braskem,17.02,1000000000,12.46,Brazil
Alstom,16.98,1000000000,28.91,France
Schaeffler,16.96,1000000000,6.72,Germany
Automatic Data Processing,16.95,1000000000,221.32,USA
Adani Enterprises,16.89,1000000000,30.63,India
AutoZone,16.88,1000000000,"2,494",USA
CIBC,16.87,1000000000,44.15,Canada
STMicroelectronics,16.82,1000000000,49.99,Switzerland
Yamaha Motor,16.82,1000000000,28.21,Japan
Woodside Energy,16.81,1000000000,24.73,Australia
Cheniere Energy,16.79,1000000000,47.07,USA
Cencosud,16.78,1000000000,1.96,Chile
Telecom Italia,16.74,1000000000,0.28,Italy
Danone,16.71,1000000000,60.54,France
Solvay,16.69,1000000000,116.98,Belgium
East Japan Railway,16.68,1000000000,55.71,Japan
ASUS,16.67,1000000000,10.33,Taiwan
ICICI Bank,16.65,1000000000,22.87,India
TDK,16.62,1000000000,40.73,Japan
PulteGroup,16.61,1000000000,73.51,USA
Tenaga Nasional,16.58,1000000000,8.24,Malaysia
Tokyo Electron,16.58,1000000000,145.40,Japan
Nidec,16.57,1000000000,56.21,Japan
Infineon,16.57,1000000000,41.67,Germany
Lumen,16.54,1000000000,2.25,USA
Group 1 Automotive,16.50,1000000000,237.59,USA
Intact Financial,16.50,1000000000,150.18,Canada
Reliance Steel & Aluminum,16.50,1000000000,256.07,USA
Ørsted,16.50,1000000000,98.07,Denmark
Reinsurance Group of America,16.48,1000000000,143.03,USA
Bank of New York Mellon,16.46,1000000000,44.65,USA
Commonwealth Bank,16.46,1000000000,68.37,Australia
TE Connectivity,16.45,1000000000,135.65,Switzerland
Standard Chartered,16.44,1000000000,8.63,UK
Stanley Black & Decker,16.43,1000000000,90.90,USA
MediaTek,16.42,1000000000,24.52,Taiwan
GAC (Guangzhou Automobile Group),16.40,1000000000,1.46,China
Rolls-Royce Holdings,16.38,1000000000,1.93,UK
LOTTE Chemical,16.37,1000000000,137.50,S. Korea
Dish Network,16.30,1000000000,6.47,USA
Trane Technologies,16.30,1000000000,187.06,Ireland
Samsung SDI,16.25,1000000000,267.61,S. Korea
Diageo,16.23,1000000000,173.46,UK
Synchrony,16.22,1000000000,32.90,USA
NatWest Group,16.22,1000000000,6.59,UK
Novolipetsk Steel,16.19,1000000000,1.54,Russia
Colas,16.19,1000000000,130.83,France
Osaka Gas,16.13,1000000000,15.89,Japan
Kingfisher,16.13,1000000000,2.98,UK
BorgWarner,16.10,1000000000,48.60,USA
Consolidated Edison,16.01,1000000000,92.97,USA
Illinois Tool Works,16.01,1000000000,247.99,USA
Cemex,15.93,1000000000,7.20,Mexico
Estee Lauder,15.86,1000000000,203.95,USA
Viatris,15.80,1000000000,10.29,USA
Ternium,15.73,1000000000,40.93,Luxembourg
Coal India,15.70,1000000000,2.79,India
Rexel,15.69,1000000000,24.51,France
Kellogg's,15.69,1000000000,66.29,USA
Shinhan Financial Group,15.68,1000000000,27.33,S. Korea
Essity,15.67,1000000000,27.15,Sweden
W. W. Grainger,15.67,1000000000,732.43,USA
Skanska,15.64,1000000000,13.72,Sweden
Xcel Energy,15.63,1000000000,63.92,USA
Novatek,15.63,1000000000,14.51,Russia
Gap Inc.,15.61,1000000000,9.58,USA
Ambev,15.61,1000000000,3.09,Brazil
Jacobs Engineering,15.58,1000000000,116.57,USA
Nordstrom,15.52,1000000000,19.06,USA
Vestas Wind Systems,15.50,1000000000,28.41,Denmark
Surgutneftegas,15.49,1000000000,0.30,Russia
SSE,15.47,1000000000,23.82,UK
Leonardo,15.45,1000000000,11.50,Italy
HELLENiQ ENERGY,15.45,1000000000,8.99,Greece
Gerdau,15.45,1000000000,5.35,Brazil
Siam Cement,15.43,1000000000,9.57,Thailand
Sasol,15.35,1000000000,14.31,South Africa
Vipshop,15.30,1000000000,17.79,China
AGC,15.28,1000000000,37.46,Japan
Brookfield Infrastructure Partners,15.23,1000000000,35.41,Bermuda
Casey's General Stores,15.22,1000000000,219.62,USA
Credit Suisse,15.21,1000000000,0.89,Switzerland
Iveco Group,15.18,1000000000,8.54,Italy
CSX Corporation,15.14,1000000000,33.21,USA
Ball Corporation,15.12,1000000000,58.43,USA
Asbury Automotive Group,15.10,1000000000,221.79,USA
Kyocera,15.09,1000000000,56.36,Japan
Westlake Chemical,15.09,1000000000,114.70,USA
Baxter,15.05,1000000000,45.36,USA
Vistra,15.02,1000000000,25.06,USA
Expeditors,14.99,1000000000,118.83,USA
Reckitt Benckiser,14.99,1000000000,77.56,UK
Obayashi,14.99,1000000000,8.42,Japan
Carnival Corporation,14.97,1000000000,15.80,USA
UnipolSai,14.97,1000000000,2.51,Italy
Kenvue,14.95,1000000000,26.25,USA
Amcor,14.93,1000000000,10.35,Switzerland
Teva Pharmaceutical Industries,14.92,1000000000,7.54,Israel
International Distributions Services (Royal Mail),14.91,1000000000,2.77,UK
Fox Corporation,14.91,1000000000,31.50,USA
Kirin Holdings,14.88,1000000000,15.40,Japan
ageas,14.83,1000000000,40.84,Belgium
O'Reilly Automotive,14.82,1000000000,919.02,USA
Marks & Spencer,14.77,1000000000,2.43,UK
LabCorp,14.75,1000000000,234.27,USA
Adient,14.74,1000000000,39.17,Ireland
Moderna,14.73,1000000000,128.73,USA
ČEZ Group,14.68,1000000000,48.05,Czech Republic
Haleon,14.63,1000000000,8.42,UK
Metro,14.61,1000000000,53.81,Canada
Leidos,14.60,1000000000,85.89,USA
Rosseti,14.60,1000000000,N/A,Russia
Bunzl,14.59,1000000000,39.08,UK
J. B. Hunt,14.55,1000000000,176.68,USA
Fidelity National Information Services,14.54,1000000000,54.78,USA
IQVIA,14.49,1000000000,216.02,USA
Ecolab,14.49,1000000000,182.04,USA
Tractor Supply,14.47,1000000000,218.93,USA
DXC Technology,14.43,1000000000,27.44,USA
Loews Corporation,14.42,1000000000,58.57,USA
China Southern Airlines,14.41,1000000000,0.87,China
Fonterra,14.41,1000000000,1.97,New Zealand
Telstra,14.39,1000000000,2.99,Australia
Fluor Corporation,14.37,1000000000,29.09,USA
Vivendi,14.36,1000000000,9.14,France
Atlas Copco,14.36,1000000000,12.77,Sweden
Ameriprise Financial,14.35,1000000000,325.00,USA
Thai Oil,14.35,1000000000,1.32,Thailand
DCP Midstream,14.34,1000000000,41.69,USA
Keurig Dr Pepper,14.33,1000000000,32.17,USA
Omnicom,14.32,1000000000,95.15,USA
Gelsenwasser,14.31,1000000000,"1,007",Germany
NetEase,14.27,1000000000,98.45,China
Mahindra & Mahindra,14.26,1000000000,17.13,India
Kuaishou Technology,14.25,1000000000,7.66,China
Pan Pacific,14.22,1000000000,18.02,Japan
Discover Financial Services,14.18,1000000000,115.32,USA
Sonic Automotive,14.18,1000000000,44.81,USA
Southwestern Energy,14.17,1000000000,5.55,USA
Western Digital,14.17,1000000000,40.47,USA
MGM Resorts,14.14,1000000000,42.64,USA
Telus,14.14,1000000000,19.50,Canada
Republic Services,14.12,1000000000,145.73,USA
HDFC Bank,14.07,1000000000,66.45,India
Intuit,14.07,1000000000,455.03,USA
Air Canada,14.05,1000000000,17.70,Canada
Grasim Industries,14.04,1000000000,21.73,India
Petro Rabigh,14.00,1000000000,3.11,S. Arabia
Turkish Airlines,13.97,1000000000,7.65,Turkey
Grupo México,13.96,1000000000,5.10,Mexico
CaixaBank,13.96,1000000000,4.11,Spain
China Steel,13.95,1000000000,1.48,Taiwan
Aker BP,13.94,1000000000,24.98,Norway
Icahn Enterprises,13.93,1000000000,27.94,USA
Thor Industries,13.93,1000000000,95.47,USA
Entergy,13.86,1000000000,102.01,USA
Synnex Technology International,13.85,1000000000,1.93,Taiwan
Maruti Suzuki India,13.82,1000000000,117.22,India
Chesapeake Energy,13.82,1000000000,82.36,USA
Rakuten,13.75,1000000000,3.68,Japan
Housing Development Finance Corporation,13.74,1000000000,32.35,India
Great Eastern,13.72,1000000000,12.75,Singapore
Corning,13.68,1000000000,35.85,USA
Falabella,13.68,1000000000,2.38,Chile
Yamato Holdings,13.65,1000000000,18.11,Japan
Otis Worldwide,13.61,1000000000,88.62,USA
Universal Health Services,13.57,1000000000,148.62,USA
AECOM,13.54,1000000000,86.67,USA
Tenaris,13.53,1000000000,28.25,Luxembourg
Opendoor,13.53,1000000000,3.01,USA
Coca-Cola European Partners,13.51,1000000000,65.35,UK
Berry Global,13.49,1000000000,64.72,USA
Hua Xia Bank,13.47,1000000000,0.82,China
Siam Makro,13.44,1000000000,1.08,Thailand
Dongfeng Motor,13.43,1000000000,0.52,China
Mengniu Dairy,13.42,1000000000,4.08,China
QBE Insurance,13.40,1000000000,10.52,Australia
Jinko Solar,13.35,1000000000,47.39,China
SK Telecom,13.35,1000000000,20.41,S. Korea
Vmware,13.34,1000000000,141.36,USA
AGCO,13.29,1000000000,131.87,USA
Murata Manufacturing (Murata Seisakusho),13.29,1000000000,60.26,Japan
Otsuka Holdings,13.27,1000000000,39.63,Japan
Techtronic Industries,13.25,1000000000,10.73,Hong Kong
WPP,13.23,1000000000,56.31,UK
Canadian National Railway,13.21,1000000000,118.95,Canada
Trina Solar,13.20,1000000000,5.99,China
Canadian Tire,13.20,1000000000,217.91,Canada
NXP Semiconductors,13.19,1000000000,197.85,Netherlands
Saputo,13.18,1000000000,23.21,Canada
Air Products and Chemicals,13.13,1000000000,293.17,USA
Doosan,13.12,1000000000,76.66,S. Korea
Electrolux,13.06,1000000000,16.03,Sweden
BlueScope Steel,13.06,1000000000,14.47,Australia
Ovintiv,13.04,1000000000,37.90,USA
Boston Scientific,13.04,1000000000,54.32,USA
Teck Resources,13.02,1000000000,41.96,Canada
Enel Américas,13.01,1000000000,0.14,Chile
AES,13.00,1000000000,21.34,USA
Singapore Airlines,12.97,1000000000,5.81,Singapore
Norfolk Southern,12.96,1000000000,224.14,USA
DBS Group,12.91,1000000000,23.33,Singapore
CLP Group,12.90,1000000000,7.33,Hong Kong
Delta Electronics,12.89,1000000000,12.13,Taiwan
Analog Devices,12.87,1000000000,188.36,USA
Textron,12.86,1000000000,66.64,USA
Securitas AB,12.81,1000000000,8.17,Sweden
Markel,12.80,1000000000,"1,344",USA
LKQ Corporation,12.79,1000000000,54.23,USA
Cathay Financial Holding,12.78,1000000000,1.43,Taiwan
Dupont De Nemours,12.76,1000000000,69.41,USA
Crown Holdings,12.75,1000000000,88.81,USA
Salzgitter,12.74,1000000000,38.87,Germany
BioNTech,12.71,1000000000,112.55,Germany
Carvana,12.71,1000000000,25.32,USA
FirstEnergy,12.70,1000000000,39.07,USA
Spotify,12.68,1000000000,159.99,Sweden
Aon,12.68,1000000000,329.38,UK
Amphenol,12.64,1000000000,82.15,USA
Chow Tai Fook,12.64,1000000000,1.96,Hong Kong
Nintendo,12.62,1000000000,44.66,Japan
Eversource Energy,12.61,1000000000,72.08,USA
Sea (Garena),12.59,1000000000,62.08,Singapore
T&D Holdings,12.57,1000000000,14.52,Japan
ZIM Integrated Shipping Services,12.56,1000000000,13.00,Israel
UPM-Kymmene,12.53,1000000000,32.13,Finland
Henry Schein,12.52,1000000000,78.02,USA
Everest Re,12.52,1000000000,352.35,Bermuda
Ryder,12.51,1000000000,82.26,USA
Dick's Sporting Goods,12.51,1000000000,135.10,USA
JD Sports Fashion,12.50,1000000000,1.91,UK
Logista (Compañía de Distribución Integral Logista),12.50,1000000000,26.65,Spain
Doosan Enerbility,12.49,1000000000,15.17,S. Korea
Kesko,12.48,1000000000,20.49,Finland
Toppan,12.44,1000000000,21.85,Japan
Hermès,12.42,1000000000,"2,174",France
United Rentals,12.40,1000000000,403.09,USA
Z Holdings,12.39,1000000000,2.56,Japan
Hormel Foods,12.38,1000000000,41.27,USA
Regeneron Pharmaceuticals,12.36,1000000000,783.05,USA
Equitable Holdings,12.35,1000000000,26.43,USA
ANZ Bank,12.33,1000000000,16.02,Australia
Atos,12.27,1000000000,15.09,France
DKSH Holding,12.25,1000000000,77.27,Switzerland
Hikvision,12.25,1000000000,4.94,China
MTN Group,12.24,1000000000,7.77,South Africa
International Flavors & Fragrances,12.24,1000000000,80.35,USA
Schindler Group,12.23,1000000000,220.75,Switzerland
Conagra Brands,12.21,1000000000,34.64,USA
Community Health Systems,12.20,1000000000,4.22,USA
Gestamp Automoción,12.18,1000000000,4.80,Spain
Daito Trust Construction,12.17,1000000000,100.78,Japan
State Street Corporation,12.16,1000000000,73.77,USA
CNA Financial,12.14,1000000000,38.51,USA
Stora Enso,12.13,1000000000,13.79,Finland
Liberty Media,12.12,1000000000,27.99,USA
Avis Budget Group,12.11,1000000000,204.29,USA
Expedia Group,12.08,1000000000,105.87,USA
Unum,12.04,1000000000,45.40,USA
Formosa Chemicals & Fibre,12.04,1000000000,2.22,Taiwan
Singtel,12.03,1000000000,1.90,Singapore
Assa Abloy,12.03,1000000000,23.39,Sweden
ORIX,12.00,1000000000,89.33,Japan
Coca-Cola FEMSA,12.00,1000000000,88.14,Mexico
Wayfair,11.99,1000000000,55.28,USA
Mitsui O.S.K. Lines,11.96,1000000000,23.30,Japan
S&P Global,11.95,1000000000,395.21,USA
Vienna Insurance Group,11.95,1000000000,26.33,Austria
National Australia Bank,11.93,1000000000,17.79,Australia
SSAB,11.92,1000000000,7.38,Sweden
Qurate Retail Group,11.86,1000000000,0.93,USA
HMM,11.83,1000000000,15.15,S. Korea
Alcoa,11.82,1000000000,35.62,USA
Japan Post Bank,11.81,1000000000,7.79,Japan
Swisscom,11.79,1000000000,628.93,Switzerland
KION Group,11.71,1000000000,36.07,Germany
Swire Pacific,11.68,1000000000,6.94,Hong Kong
Arkema,11.68,1000000000,92.56,France
DaVita,11.66,1000000000,97.62,USA
ISS A/S,11.62,1000000000,20.20,Denmark
Verbund AG,11.61,1000000000,81.18,Austria
VF Corporation,11.61,1000000000,19.51,USA
SG Holdings,11.59,1000000000,15.08,Japan
Newmont,11.57,1000000000,43.83,USA
Mohawk Industries,11.52,1000000000,100.90,USA
KONE,11.52,1000000000,54.09,Finland
Williams Companies,11.52,1000000000,30.53,USA
ANA Holdings,11.50,1000000000,23.13,Japan
EQT Corporation,11.47,1000000000,39.64,USA
Hess,11.42,1000000000,135.56,USA
Ford Otosan,11.41,1000000000,28.54,Turkey
Kaō,11.40,1000000000,37.28,Japan
AkzoNobel,11.40,1000000000,78.74,Netherlands
Sany Heavy Industry,11.39,1000000000,2.39,China
Emcor,11.37,1000000000,175.73,USA
Caesars Entertainment,11.35,1000000000,48.84,USA
Sika,11.35,1000000000,290.11,Switzerland
Shoprite,11.35,1000000000,12.54,South Africa
MercadoLibre,11.32,1000000000,"1,195",ar Argentina
Nordea Bank,11.30,1000000000,10.85,Finland
Univar Solutions,11.27,1000000000,35.71,USA
China Gas,11.27,1000000000,1.20,China
Sandvik,11.25,1000000000,20.24,Sweden
Wuliangye Yibin,11.25,1000000000,25.86,China
PSEG,11.24,1000000000,62.54,USA
Bank Rakyat Indonesia,11.22,1000000000,0.37,Indonesia
Korean Air Lines,11.21,1000000000,23.10,S. Korea
W. R. Berkley,11.18,1000000000,59.28,USA
Pernod Ricard,11.17,1000000000,222.57,France
Advance Auto Parts,11.15,1000000000,69.22,USA
Ryanair,11.15,1000000000,107.89,Ireland
Wipro,11.12,1000000000,4.67,India
Renesas Electronics,11.12,1000000000,19.11,Japan
Powszechny Zakład Ubezpieczeń,11.11,1000000000,10.10,Poland
Universal Music Group,11.07,1000000000,22.07,Netherlands
Raymond James,11.06,1000000000,100.09,USA
Arca Continental,11.04,1000000000,10.44,Mexico
Seaboard,11.03,1000000000,"3,704",USA
Astellas Pharma,10.99,1000000000,16.34,Japan
Sociedad Química y Minera,10.95,1000000000,72.16,Chile
Assaí Atacadista,10.94,1000000000,13.98,Brazil
RSA Insurance Group,10.90,1000000000,1.33,UK
Zalando,10.90,1000000000,29.19,Germany
Interpublic Group,10.88,1000000000,40.04,USA
Fidelity National Financial,10.86,1000000000,34.76,USA
LOTTE Corporation,10.84,1000000000,21.96,S. Korea
Suntory,10.83,1000000000,38.45,Japan
Molson Coors,10.83,1000000000,66.28,USA
American Tower,10.81,1000000000,192.89,USA
CVR Energy,10.80,1000000000,27.71,USA
Barrick Gold,10.80,1000000000,16.71,Canada
Arch Capital,10.79,1000000000,71.16,Bermuda
Commerzbank,10.78,1000000000,11.15,Germany
TravelCenters of America,10.78,1000000000,86.00,USA
Huntington Ingalls Industries,10.77,1000000000,221.18,USA
The Hershey Company,10.74,1000000000,260.72,USA
Maaden,10.73,1000000000,11.20,S. Arabia
KB Financial Group,10.73,1000000000,37.97,S. Korea
Metcash,10.71,1000000000,2.49,Australia
Raiffeisen Bank International,10.70,1000000000,15.03,Austria
Royal Caribbean,10.66,1000000000,95.30,USA
Helvetia Holding,10.65,1000000000,140.29,Switzerland
KLA,10.62,1000000000,464.89,USA
AltaGas,10.62,1000000000,18.18,Canada
Sumitomo Metal Mining,10.61,1000000000,35.44,Japan
MPLX,10.58,1000000000,34.07,USA
Toll Brothers,10.49,1000000000,73.49,USA
CSL,10.49,1000000000,191.22,Australia
BRF,10.48,1000000000,1.94,Brazil
Hanwha Solutions,10.46,1000000000,36.95,S. Korea
Nan Ya Plastics,10.44,1000000000,2.61,Taiwan
Siemens Gamesa,10.43,1000000000,14.70,Spain
Bank of Jiangsu,10.42,1000000000,1.04,China
Apache Corporation,10.41,1000000000,34.38,USA
MasTec,10.40,1000000000,110.04,USA
Iida Group,10.39,1000000000,16.92,Japan
RELX,10.36,1000000000,34.04,UK
Assurant,10.35,1000000000,131.44,USA
